Drug Code,Drug Code URL,licId,Name of the drug,Name of drug (Chinese),Ingredient name/ingredient content,Gauge quantity,Single compound,Price,Effective date,Effective start date,Effective end date,Pharmacists,dosage form,Classification of medicines,Taxonomy group name,ATC code
AC183421G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01018342,01018342,"LOBAK TABLETS ""CHINTENG""","""井田""樂凱錠",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,2.00,103.10.01- 迄今,103.10.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC18887100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01018887,01018887,HOTITON TABLETS,好止痛錠,ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,103.12.01- 迄今,103.12.01,,天下生物科技股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC19142100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01019142,01019142,"ACETAZONE TABLETS ""J.H.""","""正和""愛必舒痛錠",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,103.10.01- 迄今,103.10.01,,正和製藥股份有限公司新營廠,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC19709100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01019709,01019709,"MESCO TABLETS ""J.H.""(METHYLSCOPOLAMINE METHYLSULFATE)","""正和""胃適可錠（每斯克）",METHSCOPOLAMINE METHYLSULFATE 1 MG,,單方,1.50,111.01.01- 迄今,111.01.01,,正和製藥股份有限公司新營廠,錠劑,一般學名藥,"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",A03BB03
AC19935277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01019935,01019935,"VELIP INFUSION SOLUTION ""N.K.""","""南光""維力葡輸注液",SODIUM ACETATE (TRIHYDRATE) 1.63 MG/ML SODIUM LACTATE (ANHYDROUS) 1.34 MG/ML POTASSIUM CHLORIDE 1.19 MG/ML SODIUM CHLORIDE 0.94 MG/ML CALCIUM CHLORIDE (DIHYDRATE) 0.37 MG/ML MAGNESIUM CHLORIDE (HEXAHYDRATE) 0.3 MG/ML,500 ML,複方,35.70,113.07.01- 迄今,113.07.01,,南光化學製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC20285100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020285,01020285,"SOLAX CAPSULAS ""ROYAL""","""皇佳"" 弛痛肌膠囊",ACETAMINOPHEN (=PARACETAMOL) 250 MG CHLORZOXAZONE 150 MG CAFFEINE ANHYDROUS 20 MG PROSULTIAMINE (=THIAMINE PROPYL DISULFIDE) 10 MG,,複方,1.50,104.04.01- 迄今,104.04.01,,皇佳化學製藥股份有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 250MG + CHLORZOXAZONE 150MG + CAFFEINE 20MG + VITAMIN B1 10MG, 一般錠劑膠囊劑",M03BB53
AC202851G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020285,01020285,"SOLAX CAPSULAS ""ROYAL""","""皇佳"" 弛痛肌膠囊",ACETAMINOPHEN (=PARACETAMOL) 250 MG CHLORZOXAZONE 150 MG CAFFEINE ANHYDROUS 20 MG PROSULTIAMINE (=THIAMINE PROPYL DISULFIDE) 10 MG,,複方,2.00,112.08.01- 迄今,112.08.01,,皇佳化學製藥股份有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 250MG + CHLORZOXAZONE 150MG + CAFFEINE 20MG + VITAMIN B1 10MG, 一般錠劑膠囊劑",M03BB53
AC20286100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020286,01020286,"SUSPAN F.C TABLETS (SCOPOLAMINE BUTYL BROMIDE) "" ROYAL ""","""皇佳"" 舒痙平膠衣錠（普斯克）",SCOPOLAMINE BROMOBUTYLATE 10 MG,,單方,1.50,104.04.01- 迄今,104.04.01,,皇佳化學製藥股份有限公司,膜衣錠,一般學名藥,"SCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC20520100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020520,01020520,"YU-MIN TABLETS ""YU SHENG""","""優生""優敏錠",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,103.02.01- 迄今,103.02.01,,優生製藥廠股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC20713100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020713,01020713,"DIABEN TABLETS (GLIBENCLAMIDE) ""ROYAL""","""皇佳 "" 特平醣錠（格力本）",GLYBURIDE (=GLIBENCLAMIDE) 5 MG,,單方,1.50,104.02.01- 迄今,104.02.01,,皇佳化學製藥股份有限公司,錠劑,BA/BE學名藥,"GLYBURIDE (=GLIBENCLAMIDE) , 一般錠劑膠囊劑 , 5.00 MG",A10BB01
AC207131G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020713,01020713,"DIABEN TABLETS (GLIBENCLAMIDE) ""ROYAL""","""皇佳 "" 特平醣錠（格力本）",GLYBURIDE (=GLIBENCLAMIDE) 5 MG,,單方,2.00,104.02.01- 迄今,104.02.01,,皇佳化學製藥股份有限公司,錠劑,BA/BE學名藥,"GLYBURIDE (=GLIBENCLAMIDE) , 一般錠劑膠囊劑 , 5.00 MG",A10BB01
AC20936100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01020936,01020936,"MUSLAX-A TABLETS ""C.C.P.""",蒙述樂－安錠,CHLORMEZANONE 100 MG ACETAMINOPHEN (=PARACETAMOL) 450 MG,,複方,1.50,100.12.01- 迄今,100.12.01,,中國化學製藥股份有限公司新豐工廠,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC19263100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01019263,01019263,"MUQUAPIN F.C. TABLETS ""H.S."" (N-METHYLSCOPOLAMINE METHYLSULFATE)","""華興""慕潰平膜衣錠（每斯克）",METHSCOPOLAMINE METHYLSULFATE 1 MG,,單方,1.50,111.01.01- 迄今,111.01.01,,華興化學製藥廠股份有限公司,錠劑,一般學名藥,"CHLORMEZANONE , 一般錠劑膠囊劑 , 100.00 MG",M03BB02
AC21514100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021514,01021514,CHLORZOXAZONE TABLETS 200MG,悅肌定錠200毫克,CHLORZOXAZONE 200 MG,,單方,1.50,105.12.01- 迄今,105.12.01,,嘉林藥品有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC21614100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021614,01021614,SPOLINE S.C. TABLETS (SCOPOLAMINE BUTYLBROMIDE),斯撲痙糖衣錠（普斯克）,SCOPOLAMINE BROMOBUTYLATE 10 MG,,單方,1.50,104.04.01- 迄今,104.04.01,,衛肯生技製藥股份有限公司,糖衣錠,一般學名藥,"SCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC21629277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021629,01021629,"TAITA NO.3 INJECTION ""OTSUKA""","""大塚""台大三號注射液",SODIUM CHLORIDE 3.57 MG/ML POTASSIUM ACETATE 1.18 MG/ML SODIUM ACETATE 0.66 MG/ML DEXTROSE ANHYDROUS 20 MG/ML SODIUM PHOSPHATE MONOBASIC MONOHYDRATE 0.83 MG/ML,500 ML,複方,35.70,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC21630265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021630,01021630,"TAITA NO.2 INJECTION ""OTSUKA""","""大塚""台大二號注射液",SODIUM CHLORIDE 1.52 MG/ML POTASSIUM ACETATE 1.18 MG/ML SODIUM ACETATE 0.66 MG/ML DEXTROSE ANHYDROUS 33 MG/ML SODIUM PHOSPHATE MONOBASIC MONOHYDRATE 0.83 MG/ML,250 ML,複方,32.90,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE <=100MG/ML + ELECTROLYTES, 注射劑, <=250ML",B05BB02
AC21630277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021630,01021630,"TAITA NO.2 INJECTION ""OTSUKA""","""大塚""台大二號注射液",SODIUM CHLORIDE 1.52 MG/ML POTASSIUM ACETATE 1.18 MG/ML SODIUM ACETATE 0.66 MG/ML DEXTROSE ANHYDROUS 33 MG/ML SODIUM PHOSPHATE MONOBASIC MONOHYDRATE 0.83 MG/ML,500 ML,複方,35.70,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC21632265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021632,01021632,"TAITA NO.1 INJECTION ""OTSUKA""","""大塚"" 台大一號注射液",SODIUM CHLORIDE 0.97 MG/ML POTASSIUM ACETATE 1.18 MG/ML SODIUM ACETATE 0.66 MG/ML MAGNESIUM CHLORIDE 0.3 MG/ML DEXTROSE ANHYDROUS 38 MG/ML POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE) 0.82 MG/ML,250 ML,複方,32.90,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE <=100MG/ML + ELECTROLYTES, 注射劑, <=250ML",B05BB02
AC21632277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021632,01021632,"TAITA NO.1 INJECTION ""OTSUKA""","""大塚"" 台大一號注射液",SODIUM CHLORIDE 0.97 MG/ML POTASSIUM ACETATE 1.18 MG/ML SODIUM ACETATE 0.66 MG/ML MAGNESIUM CHLORIDE 0.3 MG/ML DEXTROSE ANHYDROUS 38 MG/ML POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE) 0.82 MG/ML,500 ML,複方,35.70,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC21635100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021635,01021635,"LIPIN TABLETS (METHYLSCOPOLAMINE METHYLSULFAT) ""ROYAL""","""皇佳""喜胃舒錠（每斯克）",METHSCOPOLAMINE METHYLSULFATE 1 MG,,單方,1.50,111.01.01- 迄今,111.01.01,,皇佳化學製藥股份有限公司,錠劑,一般學名藥,"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",A03BB03
AC216351G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021635,01021635,"LIPIN TABLETS (METHYLSCOPOLAMINE METHYLSULFAT) ""ROYAL""","""皇佳""喜胃舒錠（每斯克）",METHSCOPOLAMINE METHYLSULFATE 1 MG,,單方,2.00,112.08.01- 迄今,112.08.01,,皇佳化學製藥股份有限公司,錠劑,一般學名藥,"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",A03BB03
AC21310100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021310,01021310,"MYOPAL TABLETS (CHLORMEZANONE) ""ROYAL""",肌舒保錠（氯美查諾）,CHLORMEZANONE 100 MG,,單方,1.50,112.12.01- 迄今,112.12.01,,皇佳化學製藥股份有限公司,錠劑,一般學名藥,"CHLORMEZANONE , 一般錠劑膠囊劑 , 100.00 MG",M03BB02
AC22209100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022209,01022209,ANROKIN TABLETS (CHLORZOXAZONE),安樂筋錠（氯若沙宗）,CHLORZOXAZONE 200 MG,,單方,1.50,103.12.01- 迄今,103.12.01,,衛肯生技製藥股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC222091G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022209,01022209,ANROKIN TABLETS (CHLORZOXAZONE),安樂筋錠（氯若沙宗）,CHLORZOXAZONE 200 MG,,單方,2.00,103.12.01- 迄今,103.12.01,,衛肯生技製藥股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC226341G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022634,01022634,"DIABITIN TABLETS 5MG (GLIBENCLAMIDE) ""VPP""","""榮民"" 血糖平錠５公絲（格力本）",GLYBURIDE (=GLIBENCLAMIDE) 5 MG,,單方,2.00,103.08.01- 迄今,103.08.01,,榮民製藥股份有限公司,錠劑,BA/BE學名藥,"GLYBURIDE (=GLIBENCLAMIDE) , 一般錠劑膠囊劑 , 5.00 MG",A10BB01
AC22666209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022666,01022666,"DEXTROSE 5％ AND SODIUM CHLORIDE 0.33％ INJECTION ""Y.F.""","""永豐""葡萄糖５％食鹽水０．３３％注射液",SODIUM CHLORIDE 3.3 MG,1 L (LITER),複方,35.00,104.01.01- 迄今,104.01.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 501-1000 ML",B05BB02
AC22666277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022666,01022666,"DEXTROSE 5％ AND SODIUM CHLORIDE 0.33％ INJECTION ""Y.F.""","""永豐""葡萄糖５％食鹽水０．３３％注射液",SODIUM CHLORIDE 3.3 MG/ML DEXTROSE 50 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 251-500 ML",B05BB02
AC22682265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022682,01022682,"TAITA NO.5 INJECTION ""OTSUKA""","""大塚""台大五號注射液",SODIUM CHLORIDE 0.82 MG/ML POTASSIUM ACETATE 0.59 MG/ML SODIUM ACETATE 1.8 MG/ML MAGNESIUM CHLORIDE HEXAHYDRATE 0.3 MG/ML DEXTROSE ANHYDROUS 100 MG/ML POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE) 1.63 MG/ML,250 ML,複方,32.90,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司中壢工廠,注射劑,一般學名藥,"DEXTROSE <=100MG/ML + ELECTROLYTES, 注射劑, <=250ML",B05BB02
AC22682271,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022682,01022682,"TAITA NO.5 INJECTION ""OTSUKA""","""大塚""台大五號注射液",SODIUM CHLORIDE 0.82 MG/ML POTASSIUM ACETATE 0.59 MG/ML SODIUM ACETATE 1.8 MG/ML MAGNESIUM CHLORIDE HEXAHYDRATE 0.3 MG/ML DEXTROSE ANHYDROUS 100 MG/ML POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE) 1.63 MG/ML,400 ML,複方,35.70,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司中壢工廠,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC22682277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01022682,01022682,"TAITA NO.5 INJECTION ""OTSUKA""","""大塚""台大五號注射液",SODIUM CHLORIDE 0.82 MG/ML POTASSIUM ACETATE 0.59 MG/ML SODIUM ACETATE 1.8 MG/ML MAGNESIUM CHLORIDE HEXAHYDRATE 0.3 MG/ML DEXTROSE ANHYDROUS 100 MG/ML POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE) 1.63 MG/ML,500 ML,複方,35.70,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司中壢工廠,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC216401G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01021640,01021640,GLIDIAB TABLETS 5MG(GLIPIZIDE),泌樂得錠５公絲（格力匹來）,GLIPIZIDE 5 MG,,單方,2.00,105.08.01- 迄今,105.08.01,,中國化學製藥股份有限公司新豐工廠,錠劑,BA/BE學名藥,"GLIPIZIDE , 一般錠劑膠囊劑 , 5.00 MG",A10BB07
AC23936100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01023936,01023936,"BISMUTH SUBCARBONATE TABLETS ""N.C.P.""","""新喜""必斯錠（次碳酸鉍）",BISMUTH SUBCARBONATE 324 MG,,單方,1.50,106.08.01- 迄今,106.08.01,,新喜國際企業股份有限公司,錠劑,一般學名藥,"BISMUTH SUBCARBONATE , 一般錠劑膠囊劑 , 324.00 MG",A07BB
AC24113209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024113,01024113,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5％/0.9％ ""Y.F.""","""永豐""葡萄糖食鹽水注射液５％ / ０．９％",SODIUM CHLORIDE 9 MG/ML,1 L (LITER),複方,35.00,106.04.01- 迄今,106.04.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 501-1000 ML",B05BB02
AC24113277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024113,01024113,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5％/0.9％ ""Y.F.""","""永豐""葡萄糖食鹽水注射液５％ / ０．９％",SODIUM CHLORIDE 9 MG/ML DEXTROSE 50 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 251-500 ML",B05BB02
AC24258277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024258,01024258,"Taita No.4 Injection ""Otsuka""","""大塚""台大四號注射液",SODIUM CHLORIDE 5.96 MG/ML POTASSIUM ACETATE 0.79 MG/ML SODIUM ACETATE 0.66 MG/ML DEXTROSE ANHYDROUS 8 MG/ML POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE) 1.64 MG/ML,500 ML,複方,40.30,113.07.01- 迄今,113.07.01,,台灣大塚製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE 8MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",B05BB02
AC24269100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024269,01024269,"BUSKOBUN S.C. TABLETS ""C.H."" (HYOSCINE BUTYLBROMIDE)","""正和""博舒痙糖衣錠（東莨菪生僉）",BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE) 10 MG,,單方,1.50,103.02.01- 迄今,103.02.01,,正和製藥股份有限公司新營廠,糖衣錠,一般學名藥,"BUTYLSCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC24667265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024667,01024667,RINGER INJECTION,林格爾注射液,SODIUM CHLORIDE 8.6 MG/ML CALCIUM CHLORIDE DIHYDRATE 0.33 MG/ML POTASSIUM CHLORIDE 0.3 MG/ML,250 ML,複方,22.00,103.02.01- 迄今,103.02.01,,信東生技股份有限公司,注射劑,一般學名藥,"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML, 注射劑, 250.00ML",B05BB01
AC24667277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024667,01024667,RINGER INJECTION,林格爾注射液,SODIUM CHLORIDE 8.6 MG/ML CALCIUM CHLORIDE DIHYDRATE 0.33 MG/ML POTASSIUM CHLORIDE 0.3 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,信東生技股份有限公司,注射劑,一般學名藥,"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML, 注射劑, 500.00ML",B05BB01
AC24708100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024708,01024708,"SORIN TABLETS 200MG (CHLORZOXAZONE) ""YUNG SHIN""","""永信""舒力錠200毫克（氯若沙宗）",CHLORZOXAZONE 200 MG,,單方,1.50,103.10.01- 迄今,103.10.01,,永信藥品工業股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC247081G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024708,01024708,"SORIN TABLETS 200MG (CHLORZOXAZONE) ""YUNG SHIN""","""永信""舒力錠200毫克（氯若沙宗）",CHLORZOXAZONE 200 MG,,單方,2.00,103.10.01- 迄今,103.10.01,,永信藥品工業股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC24726100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01024726,01024726,"PARAS TABLETS ""YUNG SHIN""","""永信""伯士錠",CHLORZOXAZONE 250 MG ACETAMINOPHEN (=PARACETAMOL) 300 MG,,複方,1.50,100.12.01- 迄今,100.12.01,,永信藥品工業股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG, 一般錠劑膠囊劑,",M03BB53
AC25485209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01025485,01025485,"DEXTROSE 5％ AND SODIUM CHLORIDE 0.225％ INJECTION ""Y.F.""",葡萄糖５％食鹽水０．２２５％注射液,SODIUM CHLORIDE 2.25 MG,1 L (LITER),複方,35.00,106.04.01- 迄今,106.04.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML + SODIUM CHLORIDE <3.0 MG/ML, 注射劑, 501-1000 ML",B05BB02
AC25485277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01025485,01025485,"DEXTROSE 5％ AND SODIUM CHLORIDE 0.225％ INJECTION ""Y.F.""",葡萄糖５％食鹽水０．２２５％注射液,SODIUM CHLORIDE 2.25 MG/ML DEXTROSE 50 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 50MG/ML+ SODIUM CHLORIDE <3.0MG/ML, 注射劑, 251-500 ML",B05BB02
AC25528277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01025528,01025528,"KALTOSE INJECTION ""N.K.""","""南光""卡力多賜注射液",SODIUM CHLORIDE 6 MG/ML SODIUM LACTATE 3.1 MG/ML CALCIUM CHLORIDE 0.2 MG/ML POTASSIUM CHLORIDE 0.3 MG/ML MALTOSE 50 MG/ML,500 ML,複方,112.00,107.05.01- 迄今,107.05.01,,南光化學製藥股份有限公司,注射劑,一般學名藥,"MALTOSE 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",B05BB02
AC25925100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01025925,01025925,"ANCOGEN TABLETS ""H.H.""","""華興""安可腱錠",ACETAMINOPHEN (=PARACETAMOL) 300 MG CHLORZOXAZONE 250 MG,,複方,1.50,101.03.01- 迄今,101.03.01,,華興化學製藥廠股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG, 一般錠劑膠囊劑,",M03BB53
AC259251G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01025925,01025925,"ANCOGEN TABLETS ""H.H.""","""華興""安可腱錠",ACETAMINOPHEN (=PARACETAMOL) 300 MG CHLORZOXAZONE 250 MG,,複方,2.00,101.05.01- 迄今,101.05.01,,華興化學製藥廠股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG, 一般錠劑膠囊劑,",M03BB53
AC26328100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01026328,01026328,NEWMAZOLE TABLETS 10MG (CARBIMAZOLE),紐甲舒錠１０毫克（卡必麥宗）,CARBIMAZOLE 10 MG,,單方,1.50,104.02.01- 迄今,104.02.01,,人人化學製藥股份有限公司,錠劑,一般學名藥,"CARBIMAZOLE , 一般錠劑膠囊劑 , 10.00 MG",H03BB01
AC263281G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01026328,01026328,NEWMAZOLE TABLETS 10MG (CARBIMAZOLE),紐甲舒錠１０毫克（卡必麥宗）,CARBIMAZOLE 10 MG,,單方,2.00,104.02.01- 迄今,104.02.01,,人人化學製藥股份有限公司,錠劑,一般學名藥,"CARBIMAZOLE , 一般錠劑膠囊劑 , 10.00 MG",H03BB01
AC26357265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01026357,01026357,"DEXTROSE-SALINE INJECTION ""TAI YU""",氯化鈉右旋糖點滴注射液,SODIUM CHLORIDE 9 MG,250 ML,複方,22.00,104.04.01- 迄今,104.04.01,,台裕化學製藥廠股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, <= 250ML",B05BB02
AC26357277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01026357,01026357,"DEXTROSE-SALINE INJECTION ""TAI YU""",氯化鈉右旋糖點滴注射液,SODIUM CHLORIDE 9 MG/ML DEXTROSE MONOHYDRATE 50 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,台裕化學製藥廠股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 251-500 ML",B05BB02
