IDLicitacion,NombreLicitacion,Tipo,Estado,FechaPublicacion,Descripcion,Moneda,TipoPresupuesto,TipoMonto,MontoLicitacion,Organismo
621-466-LR25,MASCARILLA ADULTO POXIG CDOSIF Y TUBO 1000021029,LR,Adjudicada a uno o varios proveedores,28/04/2025 10:31:24,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,498.751.767,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
4322-11-LE25,MEJORAMIENTO CENTRO DE REHABILITACIÓN,LE,Adjudicada a uno o varios proveedores,17/06/2025 17:51:00,MEJORAMIENTO CENTRO DE REHABILITACIÓN PARA PERSONAS CON DISCAPACIDAD.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE PERQUENCO
1098710-26-LE25,ACTUALIZACIÓN Y HABILITACIÓN DE REPOSITORIO,LE,Adjudicada a uno o varios proveedores,20/05/2025 19:17:07,ACTUALIZACIÓN Y HABILITACIÓN DE INFORMACIÓN PARA REPOSITORIO DE CAMBIO CLIMÁTICO,CLP,PUBLICADO,DISPONIBLE,25.000.000,"SUBSECRETARIA DE CIENCIA, TECNOLOGIA, CONOCIMIENTO E INNOVACION"
621-340-LQ25,MASCARILLA O RESPIRADOR DESECHABLE N95 1000020809,LQ,Adjudicada a uno o varios proveedores,09/04/2025 10:10:50,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,303.483.213,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
681017-2-L125,ADQUISICIÓN Y DISTRIBUCIÓN DE BIDONES DE AGUA PURIFICADA Y ENTREGA DE DISPENSADORES EN COMODATO PARA JUZGADO DE LETRAS DEL TRABAJO DE COPIAPÓ”,L1,Adjudicada a uno o varios proveedores,11/06/2025 09:19:07,"Proceso para adquisición y distribución de bidones de agua purificada y dispensadores de agua en comodato, para abastecer al Juzgado de Letras del Trabajo de Copiapó. El servicio a contratar, consiste en el suministro de recargas de agua embotellada y purificada mediante comodato de 9 dispensadores, más el suministro de bidones de 20 litros de agua purificada. ",CLP,PUBLICADO,DISPONIBLE,426.179,CORP ADMINISTRATIVA DEL PODER JUDICIAL
894863-18-O125,CONSTRUCCION PAVIMENTOS PARTICIPATIVOS 33° ,O1,Adjudicada a uno o varios proveedores,19/02/2025 11:45:37,"CONSTRUCCION PAVIMENTOS PARTICIPATIVOS 33° LLAMADO REGION DE COQUIMBO AGRUPACION II, COMUNA DE  COQUIMBO ",CLF,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,SERVICIO DE VIVIENDA Y URBANIZACION IV REGION
1057544-198-LE25,CONTRATACIÓN DE SERVICIOS DE MANTENCIÓN PARA PLANTAS ELEVADORAS DE AGUAS SERVIDAS,LE,Adjudicada a uno o varios proveedores,09/06/2025 11:50:02,La presente licitación contempla la mantención para plantas elevadoras de aguas servidas del Hospital las Higueras de Talcahuano.,UF,PUBLICADO,ESTIMADO,"10.000.000,0000",SERVICIO DE SALUD DE TALCAHUANO HOSPITAL
1062018-11-LE25,SERVICIO PRODUCCIÓN PROYECTO MULTIPLICAR LAS VOCES,LE,Adjudicada a uno o varios proveedores,30/06/2025 11:45:39,CONTRATACIÓN DEL SERVICIO DE PRODUCCIÓN AUDIOVISUAL Y DISEÑO DE MATERIALES EDUCATIVOS PROYECTO MULTIPLICAR LAS VOCES DE LA DEFENSORÍA DE LA NIÑEZ,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,DEFENSORIA DE LOS DERECHOS DE LA NIÑEZ
1388961-62-L125,Adquisición de Equipamiento y Accesorios para Optimización Operativa de Drones,L1,Adjudicada a uno o varios proveedores,26/06/2025 17:22:00,"El objeto de la presente licitación es la adquisición de equipamiento y accesorios orientados a mejorar la operatividad técnica y la visibilidad de los drones utilizados por el equipo de Operaciones de la Asociación de Municipalidades para la Seguridad Ciudadana en la Zona Oriente (AMSZO), en el marco de sus funciones de patrullaje y vigilancia aérea preventiva.",CLP,PUBLICADO,ESTIMADO,5.543.200,ASOCIACION DE MUNICIPALIDADES PARA LA SEGURIDAD CIUDADANA EN LA ZONA ORIENTE
1271178-12-LE25,Servicio de Arriendo de Impresoras,LE,Adjudicada a uno o varios proveedores,28/05/2025 10:51:24,"La Corporación Municipal de Desarrollo Social de Macul, en adelante la “Corporación”, a través de las presentes bases, tiene como propósito contratar el arriendo de impresoras para la Administración Central y los Centros de Salud de la Corporación Municipal de Desarrollo Social de Macul, en adelante la “Corporación”, que se individualizan en las presentes bases, con el fin de contar con las condiciones mínimas de continuidad, minimizar la existencia de fallas, asegurar la continuidad operativa, y controlar los riesgos inherentes a su uso.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,CORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE MACUL
854-18-LE25,Capacitación Documentación y Sistematizaión JUNJI,LE,Adjudicada a uno o varios proveedores,18/06/2025 15:47:32,"La presente Licitación tiene por objeto el contratar el servicio de capacitación denominado “Documentación y Sistematización en Educación Parvularia”, dirigida a funcionarios de la JUNJI Región de Aysén, actividad en modalidad B-Learning, de 20 horas cronológicas de duración, dirigida a 25 participantes, funcionarios de la Junta Nacional de Jardines Infantiles Región de Aysén",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,JUNTA NACIONAL DE JARDINES         INFANTILES
621-439-LR25,MIDAZOLAM 50 MG10ML SOL.INY. AMFAM 1000021023,LR,Adjudicada a uno o varios proveedores,23/04/2025 15:08:00,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,1.515.398.310,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
3537-22-LE25,Adquisición de filtros gasto con cargo a los Convenios Puelo X y Futaleufú,LE,Adjudicada a uno o varios proveedores,04/07/2025 16:21:50,"El CUERPO MILITAR DEL TRABAJO, SUBJEFATURA ZONAL “PUERTO MONTT”, en adelante CMT, llama a ofertar por la adquisición de filtros, gasto con cargo a los Convenios Puelo X y Futaleufú.",CLP,PUBLICADO,DISPONIBLE,10.945.000,COMANDO DE APOYO A LA FUERZA
2483-145-CO25,SERVICIO DE PERIFONEO PARA PROMOCIÓN DIFUSIÓN E INFORMACIÓN DE ACTIVIDADES MUNICIPALES,CO,Adjudicada a uno o varios proveedores,22/05/2025 11:03:11,"SERVICIO DE PERIFONEO PARA PROMOCIÓN, DIFUSIÓN E INFORMACIÓN DE ACTIVIDADES MUNICIPALES, DECRETO ALCALDICIO E. N°1931 DECLARA DESIERTA Y AUTORIZA LICITACIÓN PRIVADA ",CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 100 UTM e inferior a 1000 UTM,I MUNICIPALIDAD DE QUILICURA
1057402-145-LE25,INSTRUMENTAL QUIRÚRGICO PARA CIRUGÍAS VIDEOTORACOS,LE,Adjudicada a uno o varios proveedores,17/06/2025 13:05:24,"El propósito de la licitación es contar con contratos de suministro por la adquisición de “INSTRUMENTAL QUIRÚRGICO PARA CIRUGÍAS VIDEOTORACOSCOPICA”, que permitan el aprovisionamiento oportuno de los productos necesarios en la atención de los usuarios del Hospital para el año 2025, en las circunstancias que estos productos no fueran provistos por la Central Nacional de Abastecimiento de los Servi.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA
840405-5-B225,SPD AMPLIACIÓN SISTEMA DE TELEVIGILANCIA CUMPEO URBANO privada,B2,Adjudicada a uno o varios proveedores,17/04/2025 15:10:00,SPD AMPLIACIÓN SISTEMA DE TELEVIGILANCIA CUMPEO URBANO LLAMADO PRIVADO,CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 1000 UTM e inferior a 2000 UTM,I MUNICIPALIDAD DE RIO CLARO
2157-79-LQ25,COMPRA DE SERVICIOS DE ARRIENDO PABELLON.,LQ,Adjudicada a uno o varios proveedores,24/06/2025 12:39:40,SOLICITA COMPRA DE SERVICIOS DE ARRIENDO PABELLON PARA PACIENTES DEL HTC.,CLP,PUBLICADO,DISPONIBLE,343.000.000,SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO
1233615-45-LE25,Adquisición de Impresoras para E.E. Slep Aysén,LE,Adjudicada a uno o varios proveedores,17/06/2025 13:49:41,"Se requiere la adquisición de impresoras para funciones pedagógicas y para la continuidad del servicio educativo de los establecimientos educacionales que dependen del Servicio Local de Educación Pública de Aysén, y sus especificaciones técnicas se encuentran contenidas en el anexo N°5 de licitación. El oferente debe considerar en el precio de cada impresora el despacho, flete, transporte, logística y cualquier circunstancia que se estime necesaria para la correcta entrega de los productos en la dirección que el Servicio Local indica más delante.",CLP,PUBLICADO,DISPONIBLE,29.747.000,Servicio Local de Educación Pública Aysén
4280-24-LE25,SERVICIO DE MESA DE AYUDA Y ASISTENCIA TECNICA SIFIM,LE,Adjudicada a uno o varios proveedores,27/06/2025 16:11:43,"Garantizar un servicio integral de asistencia técnica, soporte remoto y acompañamiento especializado para todos los sistemas alojados en la plataforma sifim ",CLP,PUBLICADO,ESTIMADO,10.200.000,I MUNICIPALIDAD DE CATEMU
4592-4-LE25,Tachas y pegamento para uso en caminos de la Provincia de C.Caro Vialidad OHiggins.,LE,Adjudicada a uno o varios proveedores,08/05/2025 12:02:19,"El presente llamado a licitación se realiza para cumplir con la operación 7.308.09A01: Colocación de Tachas Reflectantes, de acuerdo a los trabajos programados en CAD, provincia de Cardenal Caro, región de O’Higgins.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
966539-19-LE25,INSTALACIONES DE LUMINARIAS PUBLICAS COMUNA DE MARCHIGUE,LE,Adjudicada a uno o varios proveedores,11/06/2025 15:49:38,"LA ILUSTRE MUNICIPALIDAD DE MARCHIGUE, REQUIERE LA CONTRATACION DE LA EJECUCION DEL PROYECTO DENOMINADO INSTALACION DE LUMINARIAS PUBLICAS, COMUNA DE MARCHIGUE",CLP,PUBLICADO,DISPONIBLE,42.000.000,I MUNICIPALIDAD DE MARCHIGUE
4176-4-LP25,EQUIPAMIENTO ESPECIALIDAD ATENCIÓN DE ENFERMERÍA LICEO GREGORIO URRUTIA,LP,Adjudicada a uno o varios proveedores,23/04/2025 15:16:05,EQUIPAMIENTO ESPECIALIDAD ATENCIÓN DE ENFERMERÍA LICEO GREGORIO URRUTIA,CLP,PUBLICADO,DISPONIBLE,79.141.000,Ilustre Municipalidad de Galvarino
3976-28-L125,SALIDA PEDAGOGICA ALUMNOS ESCUELA CACIQUE LEVIAN,L1,Adjudicada a uno o varios proveedores,23/05/2025 16:23:41,SALIDA PEDAGOGICA PARA  ALUMNOS DESTACADOS DE LA ESCUELA CACIQUE LEVIAN DAEM DE LA COMUNA DE SANTA BARBARA ,CLP,PUBLICADO,DISPONIBLE,6.800.000,I MUNICIPALIDAD DE SANTA BARBARA
4378-22-LE25,Chaquetas y polar para Dirección de Salud San Rosendo,LE,Adjudicada a uno o varios proveedores,19/06/2025 13:08:33,Chaquetas y polar para Dirección de Salud San Rosendo,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE SAN ROSENDO
1469-127-R125,“PRODUCTOS CORPORATIVOS PARA TIENDA DE LA UNIVERSIDAD DE TALCA”,L1,Adjudicada a uno o varios proveedores,25/06/2025 08:57:08,"La tienda de productos corporativos de la Universidad de Talca requiere disponer de stock para el período 2025, con el fin de atender las necesidades de la comunidad universitaria. Estos productos cumplen la función de garantizar la disponibilidad para las distintas unidades requirentes, así como para el público en general que desee adquirirlos.",CLP,NO PUBLICADO,ESTIMADO,Menor a 100 UTM,UNIVERSIDAD DE TALCA
2251-6-LE25,Adquisición de Recursos Bibliográficos ETA,LE,Adjudicada a uno o varios proveedores,29/05/2025 14:28:54,"La necesidad de la Escuela Técnica Aeronáutica de adquirir recursos bibliográfico para ser utilizados por las carreras impartidas por la ETA. Para mas detalles de lo requerido favor de revisar Bases de Licitación, Bases Administrativas, Bases Técnicas, Pauta de Evaluación así como todos los anexos y documentación asociada a esta licitación.",CLP,PUBLICADO,ESTIMADO,8.056.626,DIRECCION GENERAL DE AERONAUTICA CIVIL
2825-41-L125,ADQUISICIÓN DE IMPRESORAS MULTIFUNCIONAL,L1,Adjudicada a uno o varios proveedores,17/06/2025 18:10:00,ADQUISICIÓN DE IMPRESORAS MULTIFUNCIONAL PARA POSTA PUTÚ,CLP,NO PUBLICADO,ESTIMADO,Menor a 100 UTM,I MUNICIPALIDAD DE CONSTITUCION
1143-5-LR25,SERVICIO DE LOGÍSTICA Y  DIST. DE AGUA POTABLE,LR,Adjudicada a uno o varios proveedores,17/06/2025 13:17:45,Servicio de logística y distribución de 50 litros de agua potable diarios  para consumo humano a los beneficiarios en sectores individualizados en anexo N°10. Se busca contar con un servicio que permita dar cobertura a personasbeneficiarios con inaccesibilidad a agua potable en diversos sectores de la Provincia de Concepción.,CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 5.000 UTM,DELEGACIÓN PRESIDENCIAL REGIONAL DEL BIOBÍO
1469-125-L125,COMPRA DE MEZCLADORA DE AUDIO Y SISTEMA MONITOREO DE AUDIO - Readjudicada en Id 1469-125-R125,L1,Adjudicada a uno o varios proveedores,23/06/2025 15:03:47,"ADQUISICIÓN DE UNA MEZCLADORA DE AUDIO Y SISTEMA DE MONITOREO DE AUDIO PARA EL AUDITORIO DE LA FACULTAD DE ARQUITECTURA, MUSICA Y DISEÑO. TODOS LOS PRODUCTOS DEBEN TENER GARANTIA Y CUMPLIR CON LOS ESTANDARES DE CALIDAD.",CLP,NO PUBLICADO,ESTIMADO,Menor a 100 UTM,UNIVERSIDAD DE TALCA
1079576-26-LP25,ADQUISICIÓN DE TÓNER CARTUCHOS Y TINTAS ORIGINALES PARA IMPRESORAS Y ACCESORIOS E INSUMOS COMPUTACIONALES DESTINADAS A CUARTELES DEPENDIENTES DE LA ZONA DE CARABINEROS BIOBÍO,LP,Adjudicada a uno o varios proveedores,26/05/2025 15:39:07,"ADQUISICIÓN DE TÓNER, CARTUCHOS Y TINTAS ORIGINALES PARA IMPRESORAS, Y ACCESORIOS E INSUMOS COMPUTACIONALES DESTINADAS A CUARTELES DEPENDIENTES DE LA ZONA DE CARABINEROS BIOBÍO",CLP,PUBLICADO,ESTIMADO,83.870.727,DIRECCION DE LOGISTICA DE CARABINEROS
2825-40-L125,ADQUISICIÓN DE MONITOR MULTIPARÁMETRO Y DEA ,L1,Adjudicada a uno o varios proveedores,17/06/2025 18:11:18,ADQUISICIÓN DE MONITOR MULTIPARÁMETRO Y DEA PARA POSTA PUTÚ,CLP,NO PUBLICADO,ESTIMADO,Menor a 100 UTM,I MUNICIPALIDAD DE CONSTITUCION
2658-9-L125,SERVICIO DE TRANSBORDO CANAL DE CHACAO,L1,Adjudicada a uno o varios proveedores,27/06/2025 13:52:29,PARA LA DIRECCION DE DIMAO PARA CONTRATACION DE SERVICIO DE TRANSBOROD CANAL DE CHACAO PARA SER UTILIZADOS POR LOS CAMIONES RECOLECTORES DE PROPIEDAD MUNICIPAL ,CLP,PUBLICADO,ESTIMADO,6.000.000,I MUNICIPALIDAD DE ANCUD
4447-13-LE25,Servicio de fabricación de vitrinas y montaje para exposición,LE,Adjudicada a uno o varios proveedores,01/07/2025 14:35:17,"Servicio de fabricación y montaje que debe contemplar la fabricación de vitrinas para objetos, soportes para piezas en exhibición, estructura de soporte para espada, vitrinas para libros y documentos, vitrinas de madera para pegar a muro con un lado de acrílico transparente y repisas de madera para biblioteca, los cuales deben ser instalados entregando una adecuada intervención ",CLP,PUBLICADO,DISPONIBLE,12.000.000,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL
3784-27-L125,TINTAS Y TONER PARA IMPRESORAS DE LA MUNICIPALIDAD DE COELEMU - Readjudicada en Id 3784-27-R125,L1,Adjudicada a uno o varios proveedores,10/06/2025 09:32:06,"ADQUISICIÓN DE TINTAS Y TONER PARA LAS IMPRESORAS DE LA MUNICIPALIDAD DE COELEMU SEGÚN ANEXO TÉCNICO ADJUNTO, STOCK DE BODEGA.",CLP,PUBLICADO,DISPONIBLE,3.650.000,I MUNICIPALIDAD DE COELEMU
3784-27-R125,TINTAS Y TONER PARA IMPRESORAS DE LA MUNICIPALIDAD DE COELEMU,L1,Adjudicada a uno o varios proveedores,10/06/2025 09:32:06,"ADQUISICIÓN DE TINTAS Y TONER PARA LAS IMPRESORAS DE LA MUNICIPALIDAD DE COELEMU SEGÚN ANEXO TÉCNICO ADJUNTO, STOCK DE BODEGA.",CLP,NO PUBLICADO,DISPONIBLE,Menor a 100 UTM,I MUNICIPALIDAD DE COELEMU
5394-27-LE25,LE - ADQUISICIÓN DE MOBILIARIO.Sol.151047,LE,Adjudicada a uno o varios proveedores,02/07/2025 09:37:28,"La Universidad de Magallanes, requiere la adquisición de mobiliario (a medida) en el marco del Proyecto Interno N°039659, denominado “MAG2395 Fortalecimiento de capacidades regionales para elaborar y evaluar políticas, programas e instrumentos de planificación territorial: hacia un modelo bidireccional y sistemático de asistencia técnica” de la Universidad de Magallanes, según Solicitud de Disponibilidad Presupuestaria N° 151047 de fecha 29 de mayo de 2025.",CLP,PUBLICADO,ESTIMADO,9.343.285,UNIVERSIDAD DE MAGALLANES
5038-3-LE25,EQUIPOS Y EQUIPAMIENTOS PROYECTO PMB INFRAESTRUCTURA Y EQUIPAMIENTO PARA LA SEGREGACIÓN Y VALORIZACIÓN DE RSD COMUNA DE RÍO IBÁÑEZ.,LE,Adjudicada a uno o varios proveedores,23/06/2025 15:58:30,SE REQUIERE LA ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTOS PROYECTO PMB INFRAESTRUCTURA Y EQUIPAMIENTO PARA LA SEGREGACIÓN Y VALORIZACIÓN DE RSD COMUNA DE RÍO IBÁÑEZ.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD RIO IBANEZ
593951-46-L125,"Traslado, embalaje en pallet de cajas y mobiliario, desembalaje, armado de mobiliario.",L1,Adjudicada a uno o varios proveedores,07/07/2025 17:54:20,"Se requiere el traslado desde bodega a Casa Central, embalaje en pallet de cajas con documentos, mobiliario (estaciones de trabajo en L desarmados en cubierta, pata y cajoneras), estantes, repisas, desembalaje, armado e instalación del mobiliario señalado",CLP,PUBLICADO,DISPONIBLE,6.000.000,FUNDACION EDUCACIONAL PARA EL DESAROLLO INTEGRAL DE LA NIÑEZ
1507-31-O124,Cons. y Mantención SSR Lautaro - Antiquina 2,O1,Adjudicada a uno o varios proveedores,09/09/2024 15:41:00,"Conservación y Mantención Servicio Sanitario Rural de Lautaro - Antiquina, comuna de Cañete, segundo llamado",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
1507-9-O125,"CONSERVACIÓN RED PRIMARIA DE AGUAS LLUVIAS 2025, REGIÓN DEL BIOBÍO – SECTOR 2 - SAFI 406.934",O1,Adjudicada a uno o varios proveedores,19/03/2025 16:10:00,"El contrato considera las obras de construcción de muro de mampostería de piedra en 251 mts lineales de extensión en ribera derecha estero Las Animas, en 50 mts. Lineales de muro volcado a retirar y la reparación de la infraestructura afectada por la socavación del terreno, en sector del Estero Las Animas, sector cementerio.",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
1058339-5-LE25,SERVICIO CONCESIÓN DE FERIAS Y ESTACIONAMIENTO FESTIVIDAD SAN LORENZO DE TARAPACÁ,LE,Adjudicada a uno o varios proveedores,03/07/2025 23:56:03,El presente proceso tiene objetivo la contratación del servicios de concesión para la explotación de terrenos en la localidad de Tarapacá dispuestos para ferias comercial y estacionamientos durante el periodo de vigencia de la Festividad Religiosa de San Lorenzo de Tarapacá,CLP,PUBLICADO,ESTIMADO,01,ILUSTRE MUNICIPALIDAD DE HUARA
2284-18-L125,INSUMOS CLINICOS DESTINADOS AL AREA DE SALUD MUNICIPAL. SOLICITUD Nº 4553-2025,L1,Adjudicada a uno o varios proveedores,01/07/2025 09:19:00,INSUMOS CLINICOS DESTINADOS AL AREA DE SALUD MUNICIPAL. SOLICITUD Nº 4553-2025,CLP,PUBLICADO,DISPONIBLE,3.000.000,I MUNICIPALIDAD VALDIVIA
2445-59-LE25,MEDICAMENTOS DESTIMADOS A FARMACIA POPULAR,LE,Adjudicada a uno o varios proveedores,09/06/2025 13:03:42,LA NECESIDAD DE ADQUIRIR MEDICAMENTOS DESTINADOS A USUARIOS INSCRITOS EN LA FFARMACIA POPULAR PARA LA CONTINUIDAD DE SUS TRATAMIENTOS FARMACOLOGICOS .,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CURICO
621-380-LR25,ZOPICLONA 75 MG CMCM REC. 1000020935,LR,Adjudicada a uno o varios proveedores,16/04/2025 11:30:16,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,3.200.214.959,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
4469-84-L125,SC 37433 (CM) SUSCRIPCION SACMED,L1,Adjudicada a uno o varios proveedores,06/06/2025 12:35:03,Se solicita suscripción de SACMED en plan anual para la Facultad de Ciencias de la Salud para ser utilizado en clases.,CLP,PUBLICADO,DISPONIBLE,1.811.051,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION
2279-63-LE25,SP 496 RENOVACION DE LICENCIAS CREATIVE CLOUD,LE,Adjudicada a uno o varios proveedores,16/06/2025 11:36:01,Se requiere la renovación de licencias Creative Cloud según lo solicitado en bases técnicas,CLP,PUBLICADO,DISPONIBLE,20.000.000,MUNICIPALIDAD DE PUDAHUEL
3752-14-LE25,CONTENEDORES BOX ATENCION CECOSF ULTRAESTACION,LE,Adjudicada a uno o varios proveedores,28/05/2025 17:10:05,"La presente licitación tiene por objeto la adquisición de 2 contenedores de 20 pies cu instalados y con modalidad llave puesta en mano, debe considerar el habilitar el exterior y los accesos queden resguardados de la lluvia e inclemencias del tiempo, asi como las veredas de acceso, del Departamento de Salud de la Municipalidad de Pitrufquén, de acuerdo con los requerimientos que se detallan en la",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE PITRUFQUEN
2318-47-LE25,CAJAS ALIMENTOS,LE,Adjudicada a uno o varios proveedores,10/07/2025 10:25:41,Adquisición de 1.000 cajas de alimentos para atender casos sociales del programa asistencial del municipio.,CLP,PUBLICADO,DISPONIBLE,25.000.000,I MUNICIPALIDAD DE SAN JAVIER
4290-42-LQ25,Reposición Techumbre Edificio Consistorial,LQ,Adjudicada a uno o varios proveedores,31/03/2025 11:15:00,"Reposición Estructura Techumbre Edificio Consistorial, Municipalidad de Limache.",CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,I MUNICIPALIDAD DE LIMACHE
4562-7-LP25,MEJORAMIENTO CALZADA AV. LA COMPAÑIA GRANEROS,LP,Adjudicada a uno o varios proveedores,11/06/2025 13:12:00,"CONTRIBUIR A LA SEGURIDAD VIAL DEL ESPACIO PÚBLICO Y DE NUESTROS VECINOS PEATÓN Y CONDUCTOR, A TRAVÉS DE LA REPARACIÓN DE BACHES DE CALZADA DE HORMIGÓN Y ASFALTO, SEGÚN CRITERIOS REFERENCIADOS A PROCEDIMIENTOS Y TÉCNICAS ESTANDARIZADAS EN BASES TÉCNICAS DE ROTURA Y REPOSICIÓN SERVIU REGIÓN DE O´HIGGINS VERSIÓN 2022.",CLP,PUBLICADO,DISPONIBLE,70.000.000,I MUNICIPALIDAD DE GRANEROS
