Registration No,Product Name,Registration No (verified),Holder,Holder Address,Phone No,Manufacturer,Manufacturer Address
MAL19910073AZ,DIPRODIN ELIXIR,MAL19910073AZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19910341XZ,REDON SUSPENSION 250MG/5ML,MAL19910341XZ,ROYCE PHARMA MANUFACTURING SDN. BHD.,"PT 1663, NILAI INDUSTRIAL ESTATE 71800 NILAI MALAYSIA",067995999,ROYCE PHARMA MANUFACTURING SDN. BHD.,"PT 1663, NILAI INDUSTRIAL ESTATE 71800 NILAI MALAYSIA"
MAL19910598XC,Hurix's Deworming Suspension,MAL19910598XC,JIN BIN CORPORATION SDN. BHD.,"623, KAWASAN PERUSAHAAN TANDOP BARU 05400 ALOR SETAR MALAYSIA",04-7725088,DYNAPHARM (M) SDN. BHD.,"2497, MK. 1, LORONG PERUSAHAAN BARU 5 KAWASAN PERUSAHAAN PERAI 3 13600 PERAI MALAYSIA"
MAL19910599XC,HURIX'S ANTACID TABLET,MAL19910599XC,JIN BIN CORPORATION SDN. BHD.,"623, KAWASAN PERUSAHAAN TANDOP BARU 05400 ALOR SETAR MALAYSIA",04-7725088,DYNAPHARM (M) SDN. BHD.,"2497, MK. 1, LORONG PERUSAHAAN BARU 5 KAWASAN PERUSAHAAN PERAI 3 13600 PERAI MALAYSIA"
MAL19910845AZ,N/A,N/A,N/A,N/A,N/A,PT. SIMEX PHARMACEUTICAL INDONESIA,"JL. PELABUHAN II KM. 9 PASIR MALANG CISAAT - SUKABUMI JAWA BARAT, INDONESIA"
MAL19911416X,AXCEL KAOPEC SUSPENSION,MAL19911416X,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911419XZ,AXCEL BROMHEXINE (CHILDREN) SYRUP,MAL19911419XZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911420XZ,AXCEL BROMHEXINE TABLET,MAL19911420XZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911423XZ,AXCEL B-COMPLEX TABLET,MAL19911423XZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911425X,AXCEL DEXXON LOZENGES,MAL19911425X,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911426X,Appeton Essentials Milk Calcium,MAL19911426X,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911434XZ,AXCEL PARACETAMOL 120MG SYRUP (CHERRY),MAL19911434XZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911435XZ,AXCEL PARACETAMOL-250 SUSPENSION (ORANGE),MAL19911435XZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911445XZ,AXCEL FOLIC ACID TABLET,MAL19911445XZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911458X,AXCEL EVILINE TABLET,MAL19911458X,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911461X,AXCEL EVILINE FORTE SUSPENSION,MAL19911461X,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911462X,Appeton Multi-Vitamin Tablet,MAL19911462X,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19911524X,AXE BRAND MEDICATED OIL,MAL19911524X,Leung Kai Fook Medical Sdn. Bhd.,"NO. 2, JALAN ASAS LARKIN INDUSTRIAL ESTATE 80350 JOHOR BAHRU MALAYSIA",072668088,Leung Kai Fook Medical Sdn. Bhd.,"NO. 2, JALAN ASAS LARKIN INDUSTRIAL ESTATE 80350 JOHOR BAHRU MALAYSIA"
MAL19912378XR,EGODERM OINTMENT,MAL19912378XR,EGO PHARM MALAYSIA SDN. BHD.,"1-6, BLOCK A, JAYA ONE, 72A JLN PROF DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379568868,EGO PHARM PTY LTD,"21-31,MALCOLM ROAD, BRAESIDE,VICTORIA 3195, AUSTRALIA"
MAL19912379XR,EGODERM CREAM,MAL19912379XR,EGO PHARM MALAYSIA SDN. BHD.,"1-6, BLOCK A, JAYA ONE, 72A JLN PROF DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379568868,EGO PHARM PTY LTD,"21-31,MALCOLM ROAD, BRAESIDE,VICTORIA 3195, AUSTRALIA"
MAL19912380XZ,PINETARSOL SOLUTION,MAL19912380XZ,EGO PHARM MALAYSIA SDN. BHD.,"1-6, BLOCK A, JAYA ONE, 72A JLN PROF DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379568868,EGO PHARM PTY LTD,"21-31,MALCOLM ROAD, BRAESIDE,VICTORIA 3195, AUSTRALIA"
MAL19912381XZ,PINETARSOL GEL,MAL19912381XZ,EGO PHARM MALAYSIA SDN. BHD.,"1-6, BLOCK A, JAYA ONE, 72A JLN PROF DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379568868,EGO PHARMACEUTICALS PTY. LTD.,"13-31 MALCOLM ROAD, BRAESIDE, VIC 3195, AUSTRALIA"
MAL19912398XR,N/A,N/A,N/A,N/A,N/A,PT. SIMEX PHARMACEUTICAL INDONESIA,"JL. PELABUHAN II KM. 9 PASIR MALANG CISAAT - SUKABUMI JAWA BARAT, INDONESIA"
MAL19912425XZ,DHAMOL SUSPENSION 250MG/5ML,MAL19912425XZ,DCH AURIGA (MALAYSIA) SDN. BHD.,"LOT 6, PERSIARAN PERUSAHAAN, SEKSYEN 23, 40300 SHAH ALAM MALAYSIA",03-55417748,PT Actavis Indonesia,"JL. RAYA BOGOR KM. 28, KELURAHAN PEKAYON, KECAMATAN PASAR REBO, KOTA JAKARTA TIMUR, PROVINSI DKI JAKARTA, INDONESIA"
MAL19912626X,POTCIT MIXTURE,MAL19912626X,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912631XZ,UPHALYTE SALTS,MAL19912631XZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912640X,BEAZYME TABLET,MAL19912640X,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912644XZ,N/A,N/A,N/A,N/A,N/A,PT. SIMEX PHARMACEUTICAL INDONESIA,"JL. PELABUHAN II KM. 9 PASIR MALANG CISAAT - SUKABUMI JAWA BARAT, INDONESIA"
MAL19912652XZ,Duobion Tablet,MAL19912652XZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912671XZ,BEACOLUX TABLET 5MG ENTERIC COATED,MAL19912671XZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912674X,Calsonate 500mg Capsule,MAL19912674X,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912686XZ,Uphamol 120 Infant Syrup 120mg/5ml (Orange),MAL19912686XZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912692XZ,Uphacol Bromhexine HCl Syrup 4mg/5ml,MAL19912692XZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912697XZ,Duafolic 5mg Tablet,MAL19912697XZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912711X,UPHAVIT SYRUP,MAL19912711X,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912715X,ALUCID SUSPENSION,MAL19912715X,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL19912742AZ,PENTASA ENEMA,MAL19912742AZ,Ferring Sdn. Bhd.,"21-6, BLOCK B JAYA ONE, NO. 72A, JALAN PROFESOR DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379603032,FERRING-LECIVA A.S.,"K RYBNíKU 475, 252 42 JESENICE U PRAHY, CZECH REPUBLIC"
MAL19912925XZ,Wari Ethylchloride Spray,MAL19912925XZ,DCH AURIGA (MALAYSIA) SDN. BHD.,"LOT 6, PERSIARAN PERUSAHAAN, SEKSYEN 23, 40300 SHAH ALAM MALAYSIA",03-55417748,WALTER RITTER,"PO BOX 105464,CHILEHAUS A D-2000,HAMBURG GERMANY"
MAL19912973ACZ,SALOFALK ENEMAS,MAL19912973ACZ,DCH AURIGA (MALAYSIA) SDN. BHD.,"LOT 6, PERSIARAN PERUSAHAAN, SEKSYEN 23, 40300 SHAH ALAM MALAYSIA",03-55417748,LOSAN PHARMA GMBH,LOSAN PHARMA GMBH-WERK NEUENBURG OTTO-HAHN-STRASSE 13 79395 NEUENBURG GERMANY
MAL19913162XR,EGOPSORYL TA GEL,MAL19913162XR,EGO PHARM MALAYSIA SDN. BHD.,"1-6, BLOCK A, JAYA ONE, 72A JLN PROF DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379568868,EGO PHARM PTY LTD,"21-31,MALCOLM ROAD, BRAESIDE,VICTORIA 3195, AUSTRALIA"
MAL19913261AZ,BETAWIN TABLET 50MG,MAL19913261AZ,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59 KAWASAN 3, TAMAN KLANG JAYA 41200 KLANG MALAYSIA",603-33232759,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59, KAWASAN 3, TAMAN KLANG JAYA, 41200 KLANG MALAYSIA"
MAL19913262AZ,BETAWIN TABLET 100MG,MAL19913262AZ,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59 KAWASAN 3, TAMAN KLANG JAYA 41200 KLANG MALAYSIA",603-33232759,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59, KAWASAN 3, TAMAN KLANG JAYA, 41200 KLANG MALAYSIA"
MAL19920267X,SIMEPAR CAPSULES,MAL19920267X,MEPHARM (MALAYSIA) SDN. BHD.,"NO. 15, JALAN USJ1/19 TAMAN SUBANG PERMAI 47500 SUBANG MALAYSIA",03-56368088,Acino Pharma AG,DORNACHERSTRASSE 114 4147 SWITZERLAND
MAL19920300AZ,BEZONE CREAM 0.1% W/W,MAL19920300AZ,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,"PLOT 14, LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA",04-6434462,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,PLOT 14 LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA
MAL19920348XZ,BISCOMIN TABLETS 8MG,MAL19920348XZ,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,"PLOT 14, LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA",04-6434462,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,PLOT 14 LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA
MAL19920352XZ,U-IODIN LOTION 10%W/V,MAL19920352XZ,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,"PLOT 14, LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA",04-6434462,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,PLOT 14 LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA
MAL19920481AZ,GENTAMED INJECTION 80MG/2ML,MAL19920481AZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,"MEDOCHEMIE LTD., (Ampoule Injectable Facility)","48, IAPETOU STREET, AGIOS ATHANASSIOS INDUSTRIAL AREA, 4101 AGIOS ATHANASSIOS, LIMASSOL CYPRUS"
MAL19920482AZ,MABRON INJECTION,MAL19920482AZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,MEDOCHEMIE LTD (AMPOULE INJECTABLE FACILITY),"48 IAPETOU STREET, AGIOS ATHANASSIOS INDUSTRIAL AREA, 4101 AGIOS ATHANASSIOS, LIMASSOL, CYPRUS"
MAL19920581XS,AXE BRAND MEDICATED OIL,MAL19920581XS,Leung Kai Fook Medical Sdn. Bhd.,"NO. 2, JALAN ASAS LARKIN INDUSTRIAL ESTATE 80350 JOHOR BAHRU MALAYSIA",072668088,Leung Kai Fook Medical Co Pte Ltd,"577 MACPHERSON ROAD, YUN CHEE BUILDING, SINGAPORE 368238 SINGAPORE"
MAL19920712AZ,INFUSOL S3,MAL19920712AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL19920728AZ,PERITONIL H1,MAL19920728AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL19920729AZ,PERITONIL H2,MAL19920729AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL19920731AZ,PERIZOL 2G,MAL19920731AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL19920935XC,HURIX'S SKIN OINTMENT,MAL19920935XC,JIN BIN CORPORATION SDN. BHD.,"623, KAWASAN PERUSAHAAN TANDOP BARU 05400 ALOR SETAR MALAYSIA",04-7725088,DYNAPHARM (M) SDN. BHD.,"2497, MK. 1, LORONG PERUSAHAAN BARU 5 KAWASAN PERUSAHAAN PERAI 3 13600 PERAI MALAYSIA"
MAL19921114AZ,MEDOFLOXINE TABLET 200MG,MAL19921114AZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,MEDOCHEMIE LTD (CENTRAL FACTORY),"1-10 CONSTANTINOUPOLEOS STREET, 3011, LIMASSOL, CYPRUS"
MAL19921171XZ,ARFEN 125 SUPPOSITORIES,MAL19921171XZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,MEDOCHEMIE LTD (COGOLS FACILITY),"1-10 CONSTANTINOUPOLEOS STREET, 3011 LIMASSOL, CYPRUS"
MAL19921172XZ,ARFEN 250 SUPPOSITORIES,MAL19921172XZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,MEDOCHEMIE LTD (COGOLS FACILITY),"1-10 CONSTANTINOUPOLEOS STREET, 3011 LIMASSOL, CYPRUS"
MAL19921470AZ,AXCEL METOCLOPRAMIDE TABLET,MAL19921470AZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19921472XZ,CREOBIC CREAM,MAL19921472XZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL19921520AZ,SPASIL TABLET,MAL19921520AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,Sriprasit Pharma Co. Ltd.,"216 MOO 6 SUANLUANG, KRATHUM BAEN, SAMUT SAKHON 74110 THAILAND"
MAL19921576AZ,MODIM CAPSULE,MAL19921576AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,Sriprasit Pharma Co. Ltd.,"216 MOO 6 SUANLUANG, KRATHUM BAEN, SAMUT SAKHON 74110 THAILAND"
MAL19930008XZ,Three Legs Ai Kan Shan Fever Powder Paracetamol 500mg/Sachet,MAL19930008XZ,SYARIKAT WEN KEN DRUG SDN. BHD.,"NO. 24, JALAN LAMBAK, TAMAN JOHOR 81200 JOHOR BAHRU MALAYSIA",072371115,SYARIKAT WEN KEN DRUG SDN. BHD.,"NO. 24, JALAN LAMBAK TAMAN JOHOR 81200 JOHOR BAHRU MALAYSIA"
MAL19930010XZ,Three Legs Medicinal Powder Aspirin 600mg/Sachet,MAL19930010XZ,SYARIKAT WEN KEN DRUG SDN. BHD.,"NO. 24, JALAN LAMBAK, TAMAN JOHOR 81200 JOHOR BAHRU MALAYSIA",072371115,SYARIKAT WEN KEN DRUG SDN. BHD.,"NO. 24, JALAN LAMBAK TAMAN JOHOR 81200 JOHOR BAHRU MALAYSIA"
MAL19930398AZ,PROPYL TABLET 50MG,MAL19930398AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,Sriprasit Pharma Co. Ltd.,"216 MOO 6 SUANLUANG, KRATHUM BAEN, SAMUT SAKHON 74110 THAILAND"
MAL19930491AZ,SELFIDE LOTION,MAL19930491AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,T.O. CHEMICALS (1979) LTD.,"280 SOI SABAIJAI, SUTHISARNWINIJAI ROAD, SAMSENNOK, HUAY-KWANG, BANGKOK 10310, THAILAND"
MAL19930493AZ,KENO ORAL PASTE,MAL19930493AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,T.O. CHEMICALS (1979) LTD.,"280 SOI SABAIJAI, SUTHISARNWINIJAI ROAD, SAMSENNOK, HUAY-KWANG, BANGKOK 10310, THAILAND"
MAL19930494AZ,TOLCHICINE TABLET 0.6MG,MAL19930494AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,T.O. CHEMICALS (1979) LTD.,"53 MOO 4, LIEB-KLONG 7 RD.,BUENG KHAM PHROI, LAM LUK KA, PATHUMTHANI 12150 THAILAND"
MAL19930519AZ,Dextrophan Syrup 15mg/5ml,MAL19930519AZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
