Russian,English
"??????? ??? ????????????? ? ??????????????? ????????, 250 ??/??, 4 ?? - ?????? (5) - ???????? ????????? ????????? (1) - ????? ?????????","solution for intravenous and intramuscular administration, 250 mg/ml, 4 ml - ampoules (5) - blister packs (1) - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ????????????? ????????, 1000 ??, - ?????? (1) / ? ????????? ? ?????????????: ???? ??? ???????? (???????) 10 ??, ??????????? ??? ?????????? ???????????? ?? ?????????? ????????, ?????????? ??? ????????????? ??????","lyophilisate for the preparation of a solution for intravenous administration, 1000 IU, - bottle (1) / complete with a solvent: water for injection (vials) 10 ml, a device for adding solvent with a built-in filter, a set for intravenous administration"
"?????????? ??? ????????????? ???????? ??? ????????????? ????????, 500 ??, - ?????? (1) / ? ????????? ? ?????????????: ???? ??? ???????? (???????) 5 ??, ??????????? ??? ?????????? ???????????? ?? ?????????? ????????, ?????????? ??? ????????????? ????????","lyophilisate for the preparation of a solution for intravenous administration, 500 IU, - bottle (1) / complete with a solvent: water for injection (vials) 5 ml, a device for adding solvent with a built-in filter, a set for intravenous administration"
"??????? ??? ????????????? ????????, 50??/??, 3 ?? - ?????? (6) - ????? ?????????","solution for intravenous administration, 50 mg/ml, 3 ml - ampoule (6) - cardboard pack"
"???????? ? ???????????????? ??????????????, 75 ??, 10 ??. - ??????? (1) - ????? ?????????","Extended-release tablets, 75 mg, 10 pcs. - blister (1) - cardboard packs"
"??????? ??? ???????? ? ????????? ??????????, 3%, 10 ?? - ?????-?????????? (5) - ????? ?????????","Solution for local and external use, 3%, 10 ml - dropper tube (5) - cardboard pack"
"???????? 10 ??, 14 ??. - ???????? ????????? ????????? (4) - ????? ?????????","10 mg tablets, 14 pcs. - blister packs (4) - cardboard packs"
"???????? 10 ??, 14 ??. - ???????? ????????? ????????? (8) - ????? ?????????","10 mg tablets, 14 pcs. - blister packs (8) - cardboard packs"
"???????? 40 ??, 14 ??. - ???????? ????????? ????????? (4) - ????? ?????????","40 mg tablets, 14 pcs. - blister packs (4) - cardboard packs"
"????????, 10 ??, 14 ??. - ???????? ????????? ????????? (4) - ????? ?????????","tablets, 10 mg, 14 pcs. - blister packs (4) - cardboard packs"
"????????, 10 ??, 14 ??. - ???????? ????????? ????????? (8) - ????? ?????????","tablets, 10 mg, 14 pcs. - blister packs (8) - cardboard packs"
"???????? 40 ??, 14 ??. - ???????? ????????? ????????? (8) - ????? ?????????","40 mg tablets, 14 pcs. - blister packs (8) - cardboard packs"
"????????, 10 ??, 14 ??. - ???????? (4) - ????? ?????????","tablets, 10 mg, 14 pcs. - blisters (4) - cardboard packs"
"????????, 10 ??, 14 ??. - ???????? (2) - ????? ?????????","tablets, 10 mg, 14 pcs. - blisters (2) - cardboard packs"
"????????, 20 ??, 14 ??. - ???????? (2) - ????? ?????????","tablets, 20 mg, 14 pcs. - blisters (2) - cardboard packs"
"????????, 5 ??, 14 ??. - ???????? (2) - ????? ?????????","tablets, 5 mg, 14 pcs. - blisters (2) - cardboard packs"
"????????, 5 ??, 14 ??. - ??????? (2) - ????? ?????????","tablets, 5 mg, 14 pcs. - blister (2) - cardboard packs"
"????????, 20 ??, 14 ??. - ??????? (2) - ????? ?????????","tablets, 20 mg, 14 pcs. - blister (2) - cardboard pack"
"????????, 40 ??, 10 ??. - ????? ????????? (1) - ???????? ????????? ????????? [?????? ? ?????. ????/???]","tablets, 40 mg, 10 pcs. - cardboard pack (1) - blister packs [paper with polymer coating/PVC]"
"????????, 40 ??, 10 ??. - ???????? ????????? ????????? [?????? ? ?????. ????/???] (2) - ????? ?????????","tablets, 40 mg, 10 pcs. - blister packs [paper with polymer coating/PVC] (2) - cardboard packs"
"????????, 40 ??, 10 ??. - ???????? ????????? ????????? [?????? ? ?????. ????/???] (5) - ????? ?????????","tablets, 40 mg, 10 pcs. - blister packs [paper with polymer coating/PVC] (5) - cardboard packs"
"????????, 10 ??. - ???????? ????????????? ?????????","tablets, 10 pcs. - cell-less blister packs"
"????????, 10 ??. - ???????? ????????? ????????? [?????? ? ?????. ????/???] (5) - ????? ?????????","tablets, 10 pcs. - blister packs [paper with polymer coating/PVC] (5) - cardboard packs"
"???????? ???????? ?????????, 25 ??, 10 ??. - ???????? ????????? ????????? [?????? ? ?????. ????/???] (5) - ????? ?????????","film-coated tablets, 25 mg, 10 pcs. - blister packs [paper with polymer coating/PVC] (5) - cardboard packs"
"???????? 250??, 10 ??. - ???????? ????????? ????????? [??????/?????? ???] (2) - ????? ?????????","250 mg tablets, 10 pcs. - blister packs [foil/PVC film] (2) - cardboard packs"
"???????? 500??, 10 ??. - ???????? ????????????? ?????????","500 mg tablets, 10 pcs. - cell-less blister packs"
"???????? 40 ??, 10 ??. - ???????? ????????? ?????????[??????/???]","40 mg tablets, 10 pcs. - blister packs [foil/PVC]"
"???????? 10??, 20 ??. - ???????? ????????? ????????? (2) - ????? ?????????","10 mg tablets, 20 pcs. - blister packs (2) - cardboard packs"
"???????? 0,5 ?, 10 ??. - ???????? ????????? ????????? [??????/???] (1) - ????? ?????????","tablets 0.5 g, 10 pcs. - blister packs [foil/PVC] (1) - cardboard packs"
"???????? 0,1 ?, 10 ??. - ???????? ????????? ????????? [??????/???] (3) - ????? ?????????","tablets 0.1 g, 10 pcs. - blister packs [foil/PVC] (3) - cardboard packs"
"???????? 5 ??, 10 ??. - ???????? ????????? ????????? (6) - ????? ?????????","5 mg tablets, 10 pcs. - blister packs (6) - cardboard packs"
"???????? 500 ??, 10 ??. - ???????? ????????? ????????? (1) - ????? ?????????","500 mg tablets, 10 pcs. - blister packs (1) - cardboard packs"
"??????? ??? ???????, 250 ??, - ?????????? ??????????? (20) - ??????? ?????????","Infusion solution, 250 ml, - plastic containers (20) - cardboard boxes"
"???????? 500 ??, 10 ??. - ???????? ????????????? ????????? (1) - ??????? ?????????","500 mg tablets, 10 pcs. - cell-less blister packs (1) - cardboard boxes"
"???????? 10 ??, 100 ??. - ????? (1) - ????? ?????????","10 mg tablets, 100 pcs. - jars (1) - cardboard packs"
"???????? ??????????????, 500 ??, 7 ??. - ???????? ????????? ????????? (12) - ????? ?????????","dispersible tablets, 500 mg, 7 pcs. - blister packs (12) - cardboard packs"
"???????? ??????????????, 250 ??, 7 ??. - ???????? ????????? ????????? (12) - ????? ?????????","dispersible tablets, 250 mg, 7 pcs. - blister packs (12) - cardboard packs"
"????????, 10 ??, 100 ??. - ????? (1) - ????? ?????????","tablets, 10 mg, 100 pcs. - jars (1) - cardboard packs"
"??????? ??? ???????, 500 ?? - ??????? ?????????????? (10) - ??????? ?????????","Infusion solution, 500 ml - polyethylene bottles (10) - cardboard boxes"
"????????, 10 ??. - ???????? ????????????? ????????? (1) -","tablets, 10 pcs. - cell-less blister packs (1) -"
"????????, 5 ??, 10 ??. - ???????? ????????? ????????? (6) - ????? ?????????","tablets, 5 mg, 10 pcs. - blister packs (6) - cardboard packs"
"??????? ??? ?????? ??????, 200 ??/5 ??, 150 ?? - ??????? (1) - ????? ?????????","Oral solution, 200 mg/5 ml, 150 ml - vials (1) - cardboard packs"
"????????, 10 ??, 10 ??. - ???????? ????????? ????????? (4) - ????? ?????????","tablets, 10 mg, 10 pcs. - blister packs (4) - cardboard packs"
"????????, 10 ??, 60 ??. - ????? (1) - ????? ?????????","tablets, 10 mg, 60 pcs. - jars (1) - cardboard packs"
"????????, 250 ??, 30 ??. - ???????? ????????? ????????? (2) - ????? ?????????","tablets, 250 mg, 30 pcs. - blister packs (2) - cardboard packs"
"???????? ???????? ?????????, 25 ??, 60 ??. - ????? (1) - ????? ?????????","film-coated tablets, 25 mg, 60 pcs. - jars (1) - cardboard packs"
"???????? ???????? ?????????, 25 ??, 100 ??. - ????? (1) - ????? ?????????","film-coated tablets, 25 mg, 100 pcs. - jars (1) - cardboard packs"
"????????, 500 ??, 60 ??. - ????? ?????????? (1) - ????? ?????????","tablets, 500 mg, 60 pcs. - polymer jars (1) - cardboard packs"
"????????, 40 ??, 60 ??. - ????? (1) - ????? ?????????","tablets, 40 mg, 60 pcs. - jars (1) - cardboard packs"
"????????, 0.5 ?, 50 ??. - ????? ?????????? (1) - ????? ?????????","tablets, 0.5 g, 50 pcs. - polymer jars (1) - cardboard packs"
"????????, 0.5 ?, 60 ??. - ????? ?????????? (1) - ????? ?????????","tablets, 0.5 g, 60 pcs. - polymer jars (1) - cardboard packs"
"????????, 0.5 ?, 10 ??. - ???????? ????????? ????????? (5) - ????? ?????????","tablets, 0.5 g, 10 pcs. - blister packs (5) - cardboard packs"
"??????? ??? ???????, 500 ?? - ??????? (10) - ??????? ???????? (??? ???????????)","Infusion solution, 500 ml - bottle (10) - cardboard box (for hospitals)"
"??????? ??? ???????, 250 ?? - ????????? (20) - ??????? ???????? (??? ???????????)","Infusion solution, 250 ml - container (20) - cardboard box (for hospitals)"
"????????, 5 ??, 100 ??. - ????? (1) - ????? ?????????","tablets, 5 mg, 100 pcs. - cans (1) - cardboard packs"
"????????, 5 ??, 100 ??. - ????? ?????????? (1) - ????? ?????????","tablets, 5 mg, 100 pcs. - polymer jars (1) - cardboard packs"
"???????? ???????? ?????????, 25 ??, 50 ??. - ???? ?????????? (1) - ????? ?????????","film-coated tablets, 25 mg, 50 pcs. - polymer containers (1) - cardboard packs"
"???????? 40 ??, 10 ??. - ???????? ????????? ????????? [?????? ? ?????. ????/???] - ????? ?????????","40 mg tablets, 10 pcs. - blister packs [paper with polymer coating/PVC] - cardboard packs"
"???????? ??? ????????????, 0.5 ??, 10 ??. - ???????? ????????? ????????? (3) - ????? ?????????","lozenges, 0.5 mg, 10 pcs. - blister packs (3) - cardboard packs"
"???????? ??? ????????????, 1 ??, 10 ??. - ???????? ????????? ????????? (3) - ????? ?????????","lozenges, 1 mg, 10 pcs. - blister packs (3) - cardboard packs"
"???????? ??? ????????????, 2 ??, 10 ??. - ???????? ????????? ????????? (3) - ????? ?????????","lozenges, 2 mg, 10 pcs. - blister packs (3) - cardboard packs"
"??????? ??? ????????????? ???????? ??? ???????? ? ????????? ??????????, 3 ?, - ?????? (1) - ????? ?????????","powder for the preparation of a solution for local and external use, 3 g, - packets (1) - cardboard packs"
"??????? ??? ????????????? ???????? ??? ???????? ? ????????? ??????????, 5 ?, - ?????? (1) - ????? ?????????","powder for the preparation of a solution for local and external use, 5 g, - packets (1) - cardboard packs"
"??????? ??? ????????????? ???????? ??? ???????? ? ????????? ??????????, 3 ? - ?????? ?????????????? (1) - ????? ?????????","powder for the preparation of a solution for local and external use, 3 g - polyethylene bags (1) - cardboard packs"
"??????? ??? ????????????? ???????? ??? ???????? ? ????????? ??????????, 5 ? - ?????? ?????????????? (1) - ????? ?????????","powder for the preparation of a solution for local and external use, 5 g - polyethylene bags (1) - cardboard packs"
"??????? ??? ????????????? ? ?????????? ???????? 5 ???.??/??, 5 ?? - ??????? (5) - ????? ?????????","solution for intravenous and subcutaneous administration 5 thousand IU/ml, 5 ml - vials (5) - cardboard packs"
?????????? ??? ????????????? ???????? ??? ??????? 150 ?? - ?????? (10) /? ?????????????? ????????? ??? ?????????????/ - ????? ?????????,lyophilisate for the preparation of solution for infusions 150 mg - ampoules (10) /with an ampoule scarifier if necessary/ - cardboard packs
"??????? ??? ??????? 60 ??/??, 400 ?? - ??????? (1) - ????? ?????????","Infusion solution 60 mg/ml, 400 ml - bottles (1) - cardboard packs"
"??????? ??? ??????? 60 ??/??, 400 ?? - ??????? (24) - ????? ?????????","Infusion solution 60 mg/ml, 400 ml - bottles (24) - cardboard boxes"
"??????? 100 ??, 10 ??. - ???????? ????????? ????????? (2) - ????? ?????????","100 mg capsules, 10 pcs. - blister packs (2) - cardboard packs"
"??????? ??? ????????????? ? ?????????? ???????? 5000 ??/??, 5 ?? - ??????? (1) - ????? ?????????","solution for intravenous and subcutaneous administration 5000 IU/ml, 5 ml - vials (1) - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ???????, 150 ??, - ?????? (10) / ? ????????? ?? ?????????????? ????????? ??? ????????????? / - ????? ?????????","lyophilisate for the preparation of solution for infusion, 150 mg, - ampoules (10) / complete with an ampoule scarifier if necessary / - cardboard packs"
"??????? ??? ???????, 60 ??/??, 400 ?? - ??????? (1) - ????? ?????????","Infusion solution, 60 mg/ml, 400 ml - bottles (1) - cardboard packs"
"??????? ??? ???????, 60 ??/??, 400 ?? - ??????? (24) - ????? ?????????","Infusion solution, 60 mg/ml, 400 ml - bottles (24) - cardboard boxes"
"??????? ??? ????????????? ? ?????????? ????????, 5 ???.??/??, 5 ?? - ??????? (5) - ????? ?????????","solution for intravenous and subcutaneous administration, 5 thousand IU/ml, 5 ml - vials (5) - cardboard packs"
"??????? ??? ????????????? ? ?????????? ????????, 5000 ??/??, 5 ?? - ??????? (1) - ????? ?????????","solution for intravenous and subcutaneous administration, 5000 IU/ml, 5 ml - vials (1) - cardboard packs"
"??????? ??? ????????????? ? ??????????????? ????????, 4??/??, 2 ?? - ?????? ??????? ?????? (25) - ????? ?????????","solution for intravenous and intramuscular administration, 4 mg/ml, 2 ml - dark glass ampoules (25) - cardboard packs"
"??????? ??? ??????????????? ???????? 25 ??/??, 3 ?? - ?????? (5) - ???????? ????????? ??????????? (???????) - ????? ?????????","solution for intramuscular injection 25 mg/ml, 3 ml - ampoules (5) - plastic blister packs (trays) - cardboard packs"
"???????? 50 ??, 10 ??. - ???????? ????????????? ????????? (2) - ????? ?????????","50 mg tablets, 10 pcs. - cell-less blister packs (2) - cardboard packs"
"???????? ???????????, 100 ??, 6 ??. - ???????? ????????????? ????????? (1) - ????? ?????????","Vaginal tablets, 100 mg, 6 pcs. - cell-less blister packs (1) - cardboard packs"
"???????? ???????? ?????????????????? ?????????, 4.5+6+0.3 ???.??.???.?., 10 ??. - ???????? ????????????? ????????? (10) - ????? ?????????","Enteric-coated tablets, 4.5+6+0.3 thousand Eur.Ph. units, 10 pcs. - cell-less blister packs (10) - cardboard packs"
"???????? ???????? ?????????????????? ?????????, 4.5+6+0.3 ???.??.???.?., 10 ??. - ???????? ????????????? ????????? (3) - ????? ?????????","Enteric-coated tablets, 4.5+6+0.3 thousand Eur.Ph. units, 10 pcs. - cell-less blister packs (3) - cardboard packs"
"??????? ??? ????????, 20 ??/??, 5 ?? - ?????? (5) - ???????? ????????? ??????????? (???????) - ????? ?????????","injection solution, 20 mg/ml, 5 ml - ampoules (5) - plastic strip packaging (trays) - cardboard packs"
"??????? ??? ??????????????? ????????, 25 ??/??, 3 ?? - ?????? (5) - ???????? ????????? ??????????? (???????) - ????? ?????????","solution for intramuscular injection, 25 mg/ml, 3 ml - ampoules (5) - plastic strip packaging (trays) - cardboard packs"
"???????? ???????????, 100 ??, 6 ??. - ???????? ????????????? ????????? (1) / ? ????????? ? ???????????? / - ????? ?????????","Vaginal tablets, 100 mg, 6 pcs. - cell-less blister packs (1) / complete with applicator / - cardboard packs"
"???????? 75 ???, 50 ??. - ????? ??????? ?????? - ????? ?????????","75 mcg tablets, 50 pcs. - dark glass jars - cardboard packs"
"??????? 50 ??, 10 ??. - ???????? ????????? ????????? (2) - ????? ?????????","50 mg capsules, 10 pcs. - blister packs (2) - cardboard packs"
"??????? ??? ????????, 50 ??/??, 2 ?? - ?????? (10) / ? ????????? ? ????? ????????? ??? ?????????????? / - ??????? ?????????","injection solution, 50 mg/ml, 2 ml - ampoules (10) / complete with an ampoule knife or scarifier / - cardboard boxes"
"??????? ??? ????????, 50 ??/??, 1 ?? - ?????? (10) / ? ????????? ? ????? ????????? ??? ?????????????? / - ??????? ?????????","injection solution, 50 mg/ml, 1 ml - ampoules (10) / complete with an ampoule knife or scarifier / - cardboard boxes"
"????????, 0.075 ??, 50 ??. - ????? ?????????????? ?????? (1) - ????? ?????????","tablets, 0.075 mg, 50 pcs. - light-protective glass jars (1) - cardboard packs"
"????????, 10 ??, 10 ?? - ???????? ????????? ????????? (3) - ????? ?????????","tablets, 10 mg, 10 pcs - blister packs (3) - cardboard packs"
"????????, 10 ??, 10 ?? - ???????? ????????? ????????? (2) - ????? ?????????","tablets, 10 mg, 10 pcs - blister packs (2) - cardboard packs"
"????????, 5 ??, 10 ?? - ???????? ????????? ????????? (3) - ????? ?????????","tablets, 5 mg, 10 pcs - blister packs (3) - cardboard packs"
"????????, 5 ??, 10 ?? - ???????? ????????? ????????? (2) - ????? ?????????","tablets, 5 mg, 10 pcs - blister packs (2) - cardboard packs"
"??????? ??? ????????, 5 ??/??, 5 ?? - ?????? (10) - ??????? ?????????","injection solution, 5 mg/ml, 5 ml - ampoules (10) - cardboard boxes"
"????????, 0.075 ??, 50 ??. - ????? ??????? ?????? (1) - ????? ?????????","tablets, 0.075 mg, 50 pcs. - dark glass jars (1) - cardboard packs"
"????????, 100 ??, 10 ?? - ???????? ????????? ????????? (2) - ????? ?????????","tablets, 100 mg, 10 pcs - blister packs (2) - cardboard packs"
