Local Product Name,Local Pack Code,Generic Name,WHO ATC Code,Formulation,Strength Size,Fill Size,Customized 1,Marketing Authority / Company Name,Effective Start Date,Effective End Date,Public with VAT Price,Pharmacy Purchase Price,Local Pack Description,Reimbursable Status,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,VAT Percent,detail_url
MEDICINSKI KISLOROD,8606103795281,oxygen,V03AN01,"medical gas, liquid",100 %,1 боца х 27 L,1 bottle contains: oxygen...100 V/V,"MESSER Tehnogas AD Beograd (Bajnicki put 62), Белград, Србија",27.10.2025,16.09.2030,0,0,"medical gas, liquid 1 bottle x 27 L 100 % 1 bottle contains: oxygen...100 V/V",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4428554208?t:ac=overview
MEDICINSKI KISLOROD,8606103795267,oxygen,V03AN01,"медицински гас, течен",100 %,1 bottle x 5 L,1 bottle contains: oxygen...100 V/V,"MESSER Tehnogas AD Beograd (Bajnicki put 62), Belgrade, Serbia",27.10.2025,16.09.2030,0,0,"медицински гас, течен 1 боца х 5 L 100 % 1 боца содржи: кислород. . . 100 V/V",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4428554209?t:ac=overview
MEDICINSKI KISLOROD,8606103795052,oxygen,V03AN01,"medical gas, liquid",100 %,1 контејнер за транспорт х 1000L,1 container contains: oxygen...100 V/V,"MESSER Tehnogas AD Beograd (Bajnicki put 62), Belgrade, Serbia",27.10.2025,16.09.2030,0,0,"medical gas, liquid 1 transport container x 1000L 100 % 1 container contains: oxygen...100 V/V",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4431186530?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560505,oxygen,V03AN01,"medical gas, compressed",100 %,2 L gas cylinder under 200 bar pressure,1 bottle (2 L) contains: 100% medical oxygen gas compressed with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",11.08.2021,05.08.2026,0,0,"medical gas, compressed 2 L gas cylinder under pressure of 200 bar 100 % 1 cylinder (2 L) contains: 100% medical gas oxygen compressed with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4065681555?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560499,oxygen,V03AN01,"медицински гас, компримиран",100 %,2 L gas cylinder under 150 bar pressure,1 bottle (2 L) contains: 100% medical oxygen gas compressed with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",11.08.2021,05.08.2026,0,0,"medical gas, compressed 2 L gas cylinder under pressure of 150 bar 100 % 1 cylinder (2 L) contains: 100% medical gas oxygen compressed with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014724?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560512,oxygen,V03AN01,"medical gas, compressed",100 %,20 L gas cylinder under 150 bar pressure,"1 боца (20 L) содржи: 100% медицински гас кислород компримиран со чистота ≥ 99,5 % V/V О2","SOL Hellas S.A., Солун, Грција, SOL Bulgaria JSC, Софија, Бугарија, SOL Bulgaria JSC, Девња, Бугарија, SOL Hellas S.A. , Аспропиргос, Грција",11.08.2021,05.08.2026,0,0,"медицински гас, компримиран 20 L боца со гас под притисок од 150 бари 100 % 1 боца (20 L) содржи: 100% медицински гас кислород компримиран со чистота ≥ 99,5 % V/V О2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4065681559?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560529,oxygen,V03AN01,"medical gas, compressed",100 %,20 L gas cylinder under 200 bar pressure,1 bottle (20 L) contains: 100% medical compressed oxygen gas with purity ≥ 99.5% V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",11.08.2021,05.08.2026,0,0,"medical gas, compressed 20 L gas cylinder under pressure of 200 bar 100 % 1 cylinder (20 L) contains: 100% medical gas oxygen compressed with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014723?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560451,oxygen,V03AN01,"medical gas, liquid",100%,"подвижен криоген сад, 1000L",1 mobile cryogenic container (1000 L) contains;100% medical gas liquid oxygen (cryogenic) with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Солун, Грција, SOL Bulgaria JSC, Софија, Бугарија, SOL Bulgaria JSC, Девња, Бугарија, SOL Hellas S.A. , Аспропиргос, Грција",17.11.2020,17.11.2025,0,0,"medical gas, liquid mobile cryogenic vessel, 1000L 100% 1 mobile cryogenic vessel (1000 L) contains;100% medical gas liquid oxygen (cryogenic) with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4065681557?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560451,oxygen,V03AN01,"medical gas, liquid",100%,"mobile cryogenic tank, 9500 L",1 mobile cryogenic tank contains;100% medical gas liquid oxygen (cryogenic) with purity ≥ 99.5 % V/V,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnja, Bulgaria, SPG-SOL Plin Gorenjska d.o.o., Jasenica, Slovenia",06.04.2021,04.03.2026,0,0,"medical gas, liquid mobile cryogenic tank, 9500 L 100% 1 mobile cryogenic tank contains;100% medical gas liquid oxygen (cryogenic) with purity ≥ 99.5 % V/V",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014725?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560468,oxygen,V03AN01,"medical gas, liquid",100%,"mobile cryogenic tank, 20 000L",1 mobile cryogenic tank contains;100% medical gas liquid oxygen (cryogenic) with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Солун, Грција, SOL Bulgaria JSC, Софија, Бугарија, SOL Bulgaria JSC, Девња, Бугарија, SPG-SOL Plin Gorenjska d.o.o., Јасеница, Словенија",17.11.2020,17.11.2025,0,0,"medical gas, liquid mobile cryogenic tank, 20 000L 100% 1 mobile cryogenic tank contains;100% medical gas liquid oxygen (cryogenic) with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014722?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560376,oxygen,V03AN01,"медицински гас, компримиран",100%,10L gas cylinder under 200 bar pressure,1 bottle (10 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",17.11.2020,17.11.2025,0,0,"medical gas, compressed 10L gas cylinder under pressure of 200 bar 100% 1 cylinder (10 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4065681553?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560406,oxygen,V03AN01,"медицински гас, компримиран",100%,5L gas cylinder under 150 bar pressure,1 bottle (5L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",17.11.2020,17.11.2025,0,0,"medical gas, compressed 5L gas cylinder under pressure of 150 bar 100% 1 cylinder (5L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4065681558?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560369,oxygen,V03AN01,"medical gas, compressed",100%,5L gas cylinder under 200 bar pressure,1 bottle (5L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Солун, Грција, SOL Bulgaria JSC, Софија, Бугарија, SOL Bulgaria JSC, Девња, Бугарија, SOL Hellas S.A. , Аспропиргос, Грција",17.11.2020,17.11.2025,0,0,"медицински гас, компримиран 5L боца со гас под притисок од 200 бари 100% 1 боца (5L) содржи; 100% медицински гас кислород компримиран со чистота ≥ 99,5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4065681552?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560413,oxygen,V03AN01,"медицински гас, компримиран",100%,10 L gas cylinder under 150 bar pressure,1 bottle (10 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Солун, Грција, SOL Bulgaria JSC, Софија, Бугарија, SOL Bulgaria JSC, Девња, Бугарија, SOL Hellas S.A. , Аспропиргос, Грција",17.11.2020,17.11.2025,0,0,"medical gas, compressed 10 L gas cylinder under pressure of 150 bar 100% 1 cylinder (10 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014728?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560390,oxygen,V03AN01,"medical gas, compressed",100%,800L батерија (16 боци х 50L) со гас под притисок од 200 бари,1 bottle (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",17.11.2020,17.11.2025,0,0,"medical gas, compressed 800L battery (16 bottles x 50L) with gas under pressure of 200 bar 100% 1 bottle (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014727?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560437,oxygen,V03AN01,"медицински гас, компримиран",100%,50L боца под притисок од 150 бари,1 bottle (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Солун, Грција, SOL Bulgaria JSC, Софија, Бугарија, SOL Bulgaria JSC, Девња, Бугарија, SOL Hellas S.A. , Аспропиргос, Грција",17.11.2020,17.11.2025,0,0,"medical gas, compressed 50L bottle under pressure of 150 bar 100% 1 bottle (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014726?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560383,oxygen,V03AN01,"медицински гас, компримиран",100%,50 L gas cylinder under 200 bar pressure,1 bottle (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",17.11.2020,17.11.2025,0,0,"medical gas, compressed 50 L gas cylinder under pressure of 200 bar 100% 1 cylinder (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4065681556?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560420,oxygen,V03AN01,"medical gas, compressed",100%,40 L gas cylinder under 150 bar pressure,1 bottle (40 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",17.11.2020,17.11.2025,0,0,"medical gas, compressed 40 L gas cylinder under pressure of 150 bar 100% 1 cylinder (40 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014720?t:ac=overview
MEDICINSKI KISLOROD SOL,5319991560444,oxygen,V03AN01,"medical gas, compressed",100%,800L battery (16 bottles x 50L) with gas under pressure of 150 bar,1 bottle (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2,"SOL Hellas S.A., Thessaloniki, Greece, SOL Bulgaria JSC, Sofia, Bulgaria, SOL Bulgaria JSC, Devnya, Bulgaria, SOL Hellas S.A., Aspropyrgos, Greece",17.11.2020,17.11.2025,0,0,"medical gas, compressed 800L battery (16 bottles x 50L) with gas under pressure of 150 bar 100% 1 bottle (50 L) contains;100% medical compressed oxygen gas with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4066014721?t:ac=overview
MEDROL,8680760380011,mupirocin,D06AX09,fat,2%,Al tube x 15 g/box,1 g маст содржи: мупироцин. . . 20 mg,"Pharmaceutical Ilac San.ve Tic.A.S, Tekirdag, Turkey",23.03.2021,17.03.2026,287.62,214,ointment Al tube x 15 g/box 2% 1 g ointment contains: mupirocin...20 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2446297121?t:ac=overview
MEDROL,8680760350069,mupirocin,D06AX09,cream,2%,Al tube x 15 g/box,1 g of cream contains: mupirocin calcium...21.33 mg (equivalent to 20 mg mupirocin),"Pharmaceutical Ilac San.ve Tic.A.S, Tekirdag, Turkey, Humanis Saglik Anonim Sirketi, Kapakli/Tekirdag, Turkey",20.01.2021,18.01.2026,270.33,201.14,"крем Al туба х 15 g/кутија 2% 1 g крем содржи: мупироцин калциум . . . 21,33 mg (еквивалентен на 20 mg мупироцин)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4090432320?t:ac=overview
MEGASEF,8699540008199,cefuroxime,J01DC02,film-coated tablet,500 mg,10 film-coated tablets (blister 1 x 10)/box,1 film-coated tablet contains: cefuroxime axetil...601.44 mg (equivalent to 500 mg cefuroxime),"NOBEL Ilac Sanayii ve Ticaret A.S., Душче, Турција",08.06.2019,,295.68,220,film-coated tablet 10 film-coated tablets (blister 1 x 10)/box 500 mg 1 film-coated tablet contains: cefuroxime axetil...601.44 mg (equivalent to 500 mg cefuroxime),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55917?t:ac=overview
MEGLUCON,5907626709445,metformin,A10BA02,филм-обложена таблета,1000 mg,30 tablets (blister 2 x 15)/box,1 film-coated tablet contains: metformin hydrochloride...1000 mg,"SALUTAS Pharma GmbH, Barleben, Germany, LEK S.A., Warsaw, Poland, LEK Pharmaceuticals d.d.-, Ljubljana, Slovenia, LEK S.A, Strykow, Poland",17.10.2019,14.10.2024,138.92,103.36,филм-обложена таблета 30 таблети (блистер 2 х 15)/кутија 1000 mg 1 филм-обложена таблета содржи: метформин хидрохлорид...1000 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1946727761?t:ac=overview
MEGLUCON,5907626709452,metformin,A10BA02,film-coated tablet,850 mg,30 tablets (blister 3 x 10)/box,1 film-coated tablet contains: metformin hydrochloride...850 mg,"SALUTAS Pharma GmbH, Barleben, Germany, LEK S.A., Warsaw, Poland, LEK Pharmaceuticals d.d.-, Ljubljana, Slovenia, LEK S.A, Strykow, Poland",17.10.2019,14.10.2024,115.14,85.67,филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 850 mg 1 филм-обложена таблета содржи: метформин хидрохлорид. . . 850 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1946727760?t:ac=overview
MEGLUCON,5907626709469,metformin,A10BA02,film-coated tablet,500 mg,30 таблети (блистер 3 х 10)/кутија,1 филм-обложена таблета содржи: метформин хидрохлорид. . . 500 mg,"SALUTAS Pharma GmbH, Barleben, Germany, LEK S.A., Warsaw, Poland, LEK Pharmaceuticals d.d.-, Ljubljana, Slovenia, LEK S.A, Strykow, Poland",17.10.2019,14.10.2024,69.89,52,film-coated tablet 30 tablets (blister 3 x 10)/box 500 mg 1 film-coated tablet contains: metformin hydrochloride...500 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1946559389?t:ac=overview
