PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description,LOCAL_PACK_CODE,Price Type,Interchangeable,Limited Use,Therapeutic Notes,Currency,Region
,,Apotex Inc.,,LACTULOSE,,0.02,REIMBURSABLE WITH COPAY,0.01,0.00,Apo-Lactulose Solution 667mg/mL O/L,02242814,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marion Merrell Dow Canada,,LACTULOSE,,,NON REIMBURSABLE,,,Cephulac (Not a Benefit) 667mg/mL O/L,02091925,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LACTULOSE,,0.02,REIMBURSABLE WITH COPAY,0.01,0.00,Jamp-Lactulose 667mg/mL O/L,02295881,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LACTULOSE,,0.02,REIMBURSABLE WITH COPAY,0.01,0.00,Lactulose 667mg/mL O/L,02412268,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,LACTULOSE,,0.02,REIMBURSABLE WITH COPAY,0.01,0.00,PMS-Lactulose 667mg/mL O/L,00703486,UNIT,NO,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,LACTULOSE,,0.02,REIMBURSABLE WITH COPAY,0.01,0.00,PMS-Lactulose-Pharma 667mg/mL O/L,02469391,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,LACTULOSE,,0.02,REIMBURSABLE WITH COPAY,0.01,0.00,Pharma-Lactulose 667mg/mL O/L,02247383,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Ratiopharm Inc.,,LACTULOSE,,0.02,REIMBURSABLE WITH COPAY,0.01,0.00,Ratio-Lactulose 667mg/mL O/L,00854409,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,ViiV Healthcare ULC,,LAMIVUDINE,,0.46,REIMBURSABLE WITH COPAY,0.43,0.03,3TC 10mg/mL O/L,02192691,UNIT,NO,NO,YES,CAD,NORTH AMERICA
,,ViiV Healthcare ULC,,LAMIVUDINE,,14.33,REIMBURSABLE WITH COPAY,5.49,8.84,3TC 300mg Tab,02247825,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,ViiV Healthcare ULC,,LAMIVUDINE,,7.14,REIMBURSABLE WITH COPAY,2.73,4.40,3TC 150mg Tab,02192683,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,LAMIVUDINE,,2.95,REIMBURSABLE WITH COPAY,2.73,0.22,Apo-Lamivudine 150mg Tab,02369052,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,LAMIVUDINE,,5.92,REIMBURSABLE WITH COPAY,5.49,0.44,Apo-Lamivudine 300mg Tab,02369060,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,LAMIVUDINE,,2.82,REIMBURSABLE WITH COPAY,2.62,0.21,Apo-Lamivudine HBV 100mg Tab,02393239,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",,LAMIVUDINE,,,NON REIMBURSABLE,,,Heptovir (Not a Benefit) 100mg Tab,02239193,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LAMIVUDINE,,2.95,REIMBURSABLE WITH COPAY,2.73,0.22,Jamp Lamivudine 150mg Tab,02507110,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LAMIVUDINE,,5.92,REIMBURSABLE WITH COPAY,5.49,0.44,Jamp Lamivudine 300mg Tab,02507129,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LAMIVUDINE,,2.82,REIMBURSABLE WITH COPAY,2.62,0.21,Jamp Lamivudine HBV 100mg Tab,02512467,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LAMIVUDINE & ZIDOVUDINE,,2.82,REIMBURSABLE WITH COPAY,2.61,0.21,Apo-Lamivudine-Zidovudine 150mg & 300mg Tab,02375540,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,LAMIVUDINE & ZIDOVUDINE,,2.82,REIMBURSABLE WITH COPAY,2.61,0.21,Auro-Lamivudine/Zidovudine 150mg & 300mg Tab,02414414,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,ViiV Healthcare ULC,,LAMIVUDINE & ZIDOVUDINE,,14.28,REIMBURSABLE WITH COPAY,2.61,11.67,Combivir 150mg & 300mg Tab,02239213,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LAMIVUDINE & ZIDOVUDINE,,2.82,REIMBURSABLE WITH COPAY,2.61,0.21,Jamp Lamivudine / Zidovudine 150mg & 300mg Tab,02502801,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,Apo-Lamotrigine 100mg Tab,02245209,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Apo-Lamotrigine 25mg Tab,02245208,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,Apo-Lamotrigine 150mg Tab,02245210,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,Auro-Lamotrigine 150mg Tab,02381370,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,Auro-Lamotrigine 100mg Tab,02381362,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Auro-Lamotrigine 25mg Tab,02381354,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,Jamp Lamotrigine 100mg Tab,02542749,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Jamp Lamotrigine 25mg Tab,02542730,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,Jamp Lamotrigine 150mg Tab,02542757,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",,LAMOTRIGINE,,3.43,REIMBURSABLE WITH COPAY,0.41,3.02,Lamictal 150mg Tab,02142112,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",,LAMOTRIGINE,,0.58,REIMBURSABLE WITH COPAY,0.07,0.51,Lamictal 25mg Tab,02142082,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",,LAMOTRIGINE,,2.33,REIMBURSABLE WITH COPAY,0.28,2.05,Lamictal 100mg Tab,02142104,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Lamotrigine 25mg Tab,02428202,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,Lamotrigine 150mg Tab,02343037,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,Lamotrigine 150mg Tab,02428229,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Lamotrigine 25mg Tab,02343010,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,Lamotrigine 100mg Tab,02343029,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,Lamotrigine 100mg Tab,02428210,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,Mylan-Lamotrigine 100mg Tab,02265508,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,Mylan-Lamotrigine 150mg Tab,02265516,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Mylan-Lamotrigine 25mg Tab,02265494,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,PMS-Lamotrigine 25mg Tab,02246897,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,PMS-Lamotrigine 100mg Tab,02246898,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,PMS-Lamotrigine 150mg Tab,02246899,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Ratiopharm Inc.,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Ratio-Lamotrigine 25mg Tab,02243352,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,LAMOTRIGINE,,0.30,REIMBURSABLE WITH COPAY,0.28,0.02,Teva-Lamotrigine 100mg Tab,02248233,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,LAMOTRIGINE,,0.44,REIMBURSABLE WITH COPAY,0.41,0.03,Teva-Lamotrigine 150mg Tab,02248234,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,LAMOTRIGINE,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Teva-Lamotrigine 25mg Tab,02248232,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Ipsen Limited,,LANREOTIDE ACETATE,,1990.73,REIMBURSABLE WITH COPAY,1843.27,147.46,Somatuline Autogel 90mg/0.3mL ER Pref Syr-0.3mL Pk,02283409,PACK,NO,NO,NO,CAD,NORTH AMERICA
,,Ipsen Limited,,LANREOTIDE ACETATE,,1492.37,REIMBURSABLE WITH COPAY,1381.83,110.55,Somatuline Autogel 60mg/0.3mL ER Pref Syr-0.3mL Pk,02283395,PACK,NO,NO,NO,CAD,NORTH AMERICA
,,Ipsen Limited,,LANREOTIDE ACETATE,,2491.80,REIMBURSABLE WITH COPAY,2307.22,184.58,Somatuline Autogel 120mg/0.5mL ER Pref Syr-0.5mL Pk,02283417,PACK,NO,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Apo-Lansoprazole 30mg DR Cap,02293838,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Apo-Lansoprazole 15mg DR Cap,02293811,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Lansoprazole 30mg DR Cap,02410389,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Lansoprazole 30mg DR Cap,02357690,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Lansoprazole 15mg DR Cap,02385767,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Lansoprazole 15mg DR Cap,02357682,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Mylan-Lansoprazole 15mg DR Cap,02353830,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Mylan-Lansoprazole 30mg DR Cap,02353849,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Takeda Pharmaceuticals America Inc.,,LANSOPRAZOLE,,2.63,REIMBURSABLE WITH COPAY,0.50,2.13,Prevacid 15mg DR Cap,02165503,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Takeda Pharmaceuticals America Inc.,,LANSOPRAZOLE,,2.63,REIMBURSABLE WITH COPAY,0.50,2.13,Prevacid 30mg DR Cap,02165511,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Sandoz Lansoprazole 15mg DR Cap,02385643,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Sandoz Lansoprazole 30mg DR Cap,02385651,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sun Pharma,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Taro-Lansoprazole 30mg DR Cap,02402629,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sun Pharma,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Taro-Lansoprazole 15mg DR Cap,02402610,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Teva-Lansoprazole 30mg DR Cap,02280523,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,LANSOPRAZOLE,,0.54,REIMBURSABLE WITH COPAY,0.50,0.04,Teva-Lansoprazole 15mg DR Cap,02280515,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,A A Pharma Inc.,,LANSOPRAZOLE & CLARITHROMYCIN & AMOXICILLIN,,73.34,REIMBURSABLE WITH COPAY,67.91,5.43,AA-LansoprazoleAmoxicillinClarithromycin 30mg & 500mg & 500mg Tab/Cap Pk,02470780,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Takeda Pharmaceuticals America Inc.,,LANSOPRAZOLE & CLARITHROMYCIN & AMOXICILLIN,,,NON REIMBURSABLE,,,Hp-PAC (Not a Benefit) 30mg & 500mg & 500mg Tab/Cap Pk,02238525,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Takeda Canada Inc.,,LANTHANUM,,,NON REIMBURSABLE,,,Fosrenol (Not a Benefit) 1000mg Chew Tab,02287188,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Takeda Canada Inc.,,LANTHANUM,,,NON REIMBURSABLE,,,Fosrenol (Not a Benefit) 750mg Chew Tab,02287161,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Takeda Canada Inc.,,LANTHANUM,,,NON REIMBURSABLE,,,Fosrenol (Not a Benefit) 250mg Chew Tab,02287145,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Takeda Canada Inc.,,LANTHANUM,,,NON REIMBURSABLE,,,Fosrenol (Not a Benefit) 500mg Chew Tab,02287153,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,LANTHANUM,,3.91,REIMBURSABLE WITH COPAY,3.62,0.29,Nat-Lanthanum (Off-Formulary Interchangeable) 750mg Chew Tab,02498766,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,LANTHANUM,,2.60,REIMBURSABLE WITH COPAY,2.41,0.19,Nat-Lanthanum (Off-Formulary Interchangeable) 500mg Chew Tab,02498758,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,LANTHANUM,,1.30,REIMBURSABLE WITH COPAY,1.20,0.10,Nat-Lanthanum (Off-Formulary Interchangeable) 250mg Chew Tab,02498731,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,LANTHANUM,,5.19,REIMBURSABLE WITH COPAY,4.80,0.38,Nat-Lanthanum (Off-Formulary Interchangeable) 1000mg Chew Tab,02498774,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Apo-Latanoprost 0.005% Oph Sol-2.5mL Pk,02296527,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Cobalt Pharmaceuticals Company,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Co Latanoprost 0.005% Oph Sol-2.5mL Pk,02254786,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Gd-Latanoprost 0.005% Oph Sol-2.5mL Pk,02373041,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Jamp Latanoprost 0.005% Oph Sol-2.5mL Pk,02453355,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Teligent Canada Inc.,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Latanoprost Ophthalmic Solution 0.005% Oph Sol-2.5mL Pk,02489570,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Mantra Pharma Inc.,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,M-Latanoprost 0.005% Oph Sol-2.5mL Pk,02513285,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Generic Medical Partners Inc.,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Med-Latanoprost 0.005% Oph Sol-2.5mL Pk,02426935,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Laboratoire Riva Inc.,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Riva-Latanoprost 0.005% Oph Sol-2.5mL Pk,02341085,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,LATANOPROST,,10.35,REIMBURSABLE WITH COPAY,9.58,0.77,Sandoz Latanoprost 0.005% Oph Sol-2.5mL Pk,02367335,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,LATANOPROST,,38.33,REIMBURSABLE WITH COPAY,9.58,28.75,Xalatan 0.005% Oph Sol-2.5mL Pk,02231493,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Actavis Pharma Company,,LATANOPROST & TIMOLOL MALEATE,,11.96,REIMBURSABLE WITH COPAY,11.07,0.89,Act Latanoprost/Timolol 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02436256,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LATANOPROST & TIMOLOL MALEATE,,11.96,REIMBURSABLE WITH COPAY,11.07,0.89,Apo-Latanoprost-Timop 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02414155,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,LATANOPROST & TIMOLOL MALEATE,,11.96,REIMBURSABLE WITH COPAY,11.07,0.89,Gd-Latanoprost/Timolol 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02373068,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LATANOPROST & TIMOLOL MALEATE,,11.96,REIMBURSABLE WITH COPAY,11.07,0.89,Jamp-Latanoprost/Timolol 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02453770,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Mantra Pharma Inc.,,LATANOPROST & TIMOLOL MALEATE,,11.95,REIMBURSABLE WITH COPAY,11.07,0.89,M-Latanoprost-Timolol 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02514516,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Generic Medical Partners Inc.,,LATANOPROST & TIMOLOL MALEATE,,11.96,REIMBURSABLE WITH COPAY,11.07,0.89,Med-Latanoprost-Timolol 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02454505,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,LATANOPROST & TIMOLOL MALEATE,,11.96,REIMBURSABLE WITH COPAY,11.07,0.89,Sandoz Latanoprost/Timolol 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02394685,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,LATANOPROST & TIMOLOL MALEATE,,43.39,REIMBURSABLE WITH COPAY,11.07,32.32,Xalacom 50mcg/mL & 5mg/mL Oph Sol-2.5mL Pk,02246619,PACK,YES,YES,NO,CAD,NORTH AMERICA
,,Bausch & Lomb Canada Inc,,LATANOPROSTENE BUNOD,,5.67,REIMBURSABLE WITH COPAY,5.25,0.42,Vyzulta 0.024%w/v Oph Sol,02484218,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,"Gilead Sciences Canada, Inc.",,LEDIPASVIR & SOFOSBUVIR,,861.43,REIMBURSABLE WITH COPAY,797.62,63.81,Harvoni 90mg & 400mg Tab,02432226,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Accel Pharma Inc.,,LEFLUNOMIDE,,2.16,REIMBURSABLE WITH COPAY,2.00,0.16,Accel-Leflunomide 20mg Tab,02478870,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Accel Pharma Inc.,,LEFLUNOMIDE,,2.16,REIMBURSABLE WITH COPAY,2.00,0.16,Accel-Leflunomide 10mg Tab,02478862,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Apo-Leflunomide 10mg Tab,02256495,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Apo-Leflunomide 20mg Tab,02256509,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanofi Aventis Pharma,,LEFLUNOMIDE,,12.36,REIMBURSABLE WITH COPAY,2.00,10.36,Arava 20mg Tab,02241889,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanofi Aventis Pharma,,LEFLUNOMIDE,,12.36,REIMBURSABLE WITH COPAY,2.00,10.36,Arava 10mg Tab,02241888,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Leflunomide 10mg Tab,02543575,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Leflunomide 10mg Tab,02351668,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Leflunomide 20mg Tab,02543583,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Leflunomide 20mg Tab,02351676,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Mar-Leflunomide 20mg Tab,02551926,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Mar-Leflunomide 10mg Tab,02551918,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Sandoz Leflunomide 20mg Tab,02283972,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Sandoz Leflunomide 10mg Tab,02283964,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Teva-Leflunomide 20mg Tab,02261278,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,LEFLUNOMIDE,,2.85,REIMBURSABLE WITH COPAY,2.00,0.85,Teva-Leflunomide 10mg Tab,02261251,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LENALIDOMIDE,,88.97,REIMBURSABLE WITH COPAY,82.38,6.59,Apo-Lenalidomide 2.5mg Cap,02507927,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LENALIDOMIDE,,108.81,REIMBURSABLE WITH COPAY,100.75,8.06,Apo-Lenalidomide 20mg Cap,02507978,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LENALIDOMIDE,,97.47,REIMBURSABLE WITH COPAY,90.25,7.22,Apo-Lenalidomide 10mg Cap,02507943,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LENALIDOMIDE,,91.80,REIMBURSABLE WITH COPAY,85.00,6.80,Apo-Lenalidomide 5mg Cap,02507935,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LENALIDOMIDE,,103.14,REIMBURSABLE WITH COPAY,95.50,7.64,Apo-Lenalidomide 15mg Cap,02507951,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,LENALIDOMIDE,,114.48,REIMBURSABLE WITH COPAY,106.00,8.48,Apo-Lenalidomide 25mg Cap,02507986,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LENALIDOMIDE,,88.97,REIMBURSABLE WITH COPAY,82.38,6.59,Jamp Lenalidomide 2.5mg Cap,02506130,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,LENALIDOMIDE,,91.80,REIMBURSABLE WITH COPAY,85.00,6.80,Jamp Lenalidomide 5mg Cap,02506149,UNIT,YES,YES,NO,CAD,NORTH AMERICA
