Generic,Flags,Form,Strength,StrengthValue,StrengthUnit,PPB,DIN,Brand,Manufacturer,Pack,PackPrice,UnitPrice,UnitPriceSource,Page,confidence,confidence_label,confidence_reason
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02165503,Prevacid,BGP Pharma,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02249464,Prevacid FasTab,BGP Pharma,30,60.0,30.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02422808,Riva-Lansoprazole,Riva,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02385643,Sandoz Lansoprazole,Sandoz,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02402610,Taro-Lansoprazole,Sun Pharma,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02280515,Teva-Lansoprazole,Teva Can,30,10.88,30.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02280515,Teva-Lansoprazole,Teva Can,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02280515,Teva-Lansoprazole,Teva Can,,30.0,,,313,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02280515,Teva-Lansoprazole,Teva Can,,8.0,,,313,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02293838,Apo-Lansoprazole,Apotex,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02293838,Apo-Lansoprazole,Apotex,,500.0,0.3627,Printed,314,0.95,high,Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02357690,Lansoprazole,Sanis,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02357690,Lansoprazole,Sanis,,500.0,0.3627,Printed,314,0.95,high,Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02410389,Lansoprazole,Sivem,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02410389,Lansoprazole,Sivem,,500.0,0.3627,Printed,314,0.95,high,Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02489813,M-Lansoprazole,Mantra Ph.,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02353849,Mylan-Lansoprazole,Mylan,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02165511,Prevacid,BGP Pharma,30,60.0,30.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02165511,Prevacid,BGP Pharma,,100.0,0.3628,Printed,314,0.95,high,Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02249472,"Prevacid FasTab * 02366282 Pro-Lansoprazole Pro Doc 100 36,27 0,3627",BGP Pharma,30,60.0,30.0,Printed,314,0.96,high,Brand wrapped across lines (-0.04)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02249472,"Prevacid FasTab * 02366282 Pro-Lansoprazole Pro Doc 100 36,27 0,3627",BGP Pharma,,500.0,0.3627,Printed,314,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02422816,Riva-Lansoprazole,Riva,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02385651,Sandoz Lansoprazole,Sandoz,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02402629,Taro-Lansoprazole,Sun Pharma,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02280523,Teva-Lansoprazole,Teva Can,100,36.27,100.0,Printed,314,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,30 mg,30,mg,TRUE,02280523,Teva-Lansoprazole,Teva Can,,500.0,0.3627,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02245058,Apo-Oméprazole (caps.),Apotex,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02245058,Apo-Oméprazole (caps.),Apotex,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02449927,Bio-Omeprazole,Biomed,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02420198,Jamp-Omeprazole DR (co.),Jamp,28,6.4,28.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02420198,Jamp-Omeprazole DR (co.),Jamp,,100.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,00846503,Losec (caps.),Cheplaphar,30,33.0,30.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02190915,Losec (co.),Cheplaphar,30,68.61,30.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02190915,Losec (co.),Cheplaphar,,100.0,0.3628,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02439549,NAT-Omeprazole DR,Natco,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02439549,NAT-Omeprazole DR,Natco,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02295415,Novo-Omeprazole,Teva Can,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02295415,Novo-Omeprazole,Teva Can,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02501880,NRA-Omeprazole,Nora,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02490692,Omeprazole,Altamed,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02348691,Omeprazole,Sanis,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02348691,Omeprazole,Sanis,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02339927,Omeprazole (caps.),Pro Doc,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02339927,Omeprazole (caps.),Pro Doc,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02416549,Omeprazole Magnesium (co.),Accord,100,22.87,100.0,Printed,314,0.96,high,Brand wrapped across lines (-0.04)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02504294,Omeprazole Magnesium,DR Sanis,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02411857,Omeprazole-20,Sivem,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02411857,Omeprazole-20,Sivem,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02411857,Omeprazole-20,Sivem,,500.0,114.35,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02402416,Riva-Omeprazole DR (co.),Riva,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02402416,Riva-Omeprazole DR (co.),Riva,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02296446,Sandoz Omeprazole (Caps.),Sandoz,100,22.87,100.0,Printed,314,1.0,high,No penalties
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02296446,Sandoz Omeprazole (Caps.),Sandoz,,500.0,0.2287,Printed,314,0.95,high,Missing Pack/Format (-0.05)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02296446,Sandoz Omeprazole (Caps.),Sandoz,,30.0,,,314,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
OMÉPRAZOLE (BASE OU MAGNÉSIEN),X,Co. L.A. ou Caps. L.A.,20 mg,20,mg,TRUE,02296446,Sandoz Omeprazole (Caps.),Sandoz,,8.0,,,314,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02481588,AG-Pantoprazole Sodium,Angita,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02481588,AG-Pantoprazole Sodium,Angita,,100.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02292920,Apo-Pantoprazole,Apotex,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02292920,Apo-Pantoprazole,Apotex,,100.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02415208,Auro-Pantoprazole,AuroPharma,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02415208,Auro-Pantoprazole,AuroPharma,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02445867,Bio-Pantoprazole,Biomed,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02445867,Bio-Pantoprazole,Biomed,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02392623,Jamp Pantoprazole Sodium,Jamp,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02392623,Jamp Pantoprazole Sodium,Jamp,,100.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02357054,Jamp-Pantoprazole,Jamp,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02357054,Jamp-Pantoprazole,Jamp,,100.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02416565,Mar-Pantoprazole,Marcan,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02416565,Mar-Pantoprazole,Marcan,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02417448,Mint-Pantoprazole,Mint,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02417448,Mint-Pantoprazole,Mint,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02467372,M-Pantoprazole,Mantra Ph.,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02467372,M-Pantoprazole,Mantra Ph.,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02471825,NRA-Pantoprazole,Nora,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02471825,NRA-Pantoprazole,Nora,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02229453,Pantoloc,Takeda,100,204.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02469138,Pantoprazole,Altamed,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02469138,Pantoprazole,Altamed,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02547368,Pantoprazole,Dac Pharma,500,100.8,500.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02498723,Pantoprazole,Nora,500,100.8,500.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02318695,Pantoprazole,Pro Doc,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02318695,Pantoprazole,Pro Doc,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02431327,Pantoprazole,Riva,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02431327,Pantoprazole,Riva,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02370808,Pantoprazole,Sanis,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02370808,Pantoprazole,Sanis,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02428180,Pantoprazole,Sivem,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02428180,Pantoprazole,Sivem,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02307871,pms-Pantoprazole,Phmscience,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02307871,pms-Pantoprazole,Phmscience,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02425378,Priva-Pantoprazole,Nora,500,100.8,500.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02316463,Riva-Pantoprazole,Riva,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02316463,Riva-Pantoprazole,Riva,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02301083,Sandoz Pantoprazole,Sandoz,30,6.05,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02301083,Sandoz Pantoprazole,Sandoz,,100.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02305046,Taro-Pantoprazole,Sun Pharma,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02305046,Taro-Pantoprazole,Sun Pharma,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02267233,Tecta,Takeda,30,22.5,30.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02285487,Teva-Pantoprazole,Teva Can,100,20.16,100.0,Printed,315,1.0,high,No penalties
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02285487,Teva-Pantoprazole,Teva Can,,500.0,0.2016,Printed,315,0.95,high,Missing Pack/Format (-0.05)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02285487,Teva-Pantoprazole,Teva Can,,30.0,,,315,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
PANTOPRAZOLE (MAGNÉSIEN OU SODIQUE),X,Co. Ent.,40 mg,40,mg,TRUE,02285487,Teva-Pantoprazole,Teva Can,,8.0,,,315,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
RABÉPRAZOLE SODIQUE,X,Co. Ent.,10 mg,10,mg,TRUE,02415283,Jamp Rabeprazole,Jamp,100,6.69,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,10 mg,10,mg,TRUE,02243796,Pariet,Janss. Inc,100,65.0,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,10 mg,10,mg,TRUE,02385449,Rabeprazole,Sivem,100,6.69,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,10 mg,10,mg,TRUE,02356511,Rabeprazole EC,Sanis,100,6.69,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,10 mg,10,mg,TRUE,02314177,Sandoz Rabeprazole,Sandoz,100,6.69,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,10 mg,10,mg,TRUE,02298074,Taro-Rabeprazole,Sun Pharma,100,6.69,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02415291,Jamp Rabeprazole,Jamp,100,13.38,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02415291,Jamp Rabeprazole,Jamp,,500.0,0.1338,Printed,316,0.95,high,Missing Pack/Format (-0.05)
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02243797,Pariet,Janss. Inc,100,130.0,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02385457,Rabeprazole,Sivem,30,4.01,30.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02385457,Rabeprazole,Sivem,,100.0,0.1338,Printed,316,0.95,high,Missing Pack/Format (-0.05)
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02356538,Rabeprazole EC,Sanis,100,13.38,100.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02314185,Sandoz Rabeprazole,Sandoz,30,4.01,30.0,Printed,316,1.0,high,No penalties
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02314185,Sandoz Rabeprazole,Sandoz,,100.0,0.1338,Printed,316,0.95,high,Missing Pack/Format (-0.05)
RABÉPRAZOLE SODIQUE,X,Co. Ent.,20 mg,20,mg,TRUE,02298082,Taro-Rabeprazole 56:32,Sun Pharma,100,13.38,100.0,Printed,316,0.96,high,Brand wrapped across lines (-0.04)
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02103613,Apo-Domperidone,Apotex,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02445034,Bio-Dompéridone,Biomed,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02350440,Domperidone,Sanis,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02238341,Domperidone,Sivem,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02236857,Domperidone-10,Pro Doc,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02369206,Jamp-Domperidone,Jamp,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02403870,Mar-Domperidone,Marcan,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02462834,PRZ-Domperidone,Pharmaris,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,02268078,TaroDomperidone,Sun Pharma,500,21.4,500.0,Printed,316,1.0,high,No penalties
DOMPÉRIDONE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,01912070,Teva-Domperidone,Teva Can,500,21.4,500.0,Printed,316,1.0,high,No penalties
MÉTOCLOPRAMIDE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02517795,"Mar-Metoclopramide * 02230431 PMS-Metoclopramide Phmscience 100 2,57 0,0257 tablets",Marcan,100,5.14,100.0,Printed,316,0.96,high,Brand wrapped across lines (-0.04)
MÉTOCLOPRAMIDE (CHLORHYDRATE DE),X,Co.,5 mg,5,mg,TRUE,02548747,"PRZ-Metoclopramide 30 Pour connaître les durées maximales de la couverture par le régime général des inhibiteurs de la pompe à protons selon les pathologies ou les conditions particulières de la personne, veuillez consulter le point 8 de",Pharmaris,100,2.57,100.0,Printed,316,0.96,high,Brand wrapped across lines (-0.04)
