DIN,Product,Manufacturer,Format,Cost,UnitPrice
02380900,pms-Nabilone,Phmscience,100,77.56,0.7756
02384884,Teva,Nabilone Teva Can,50,38.78,0.7756
00548375,Cesamet,Bausch H.,50,310.25,6.2050
02380919,pms-Nabilone,Phmscience,100,155.13,1.5513
02384892,Teva,Nabilone Teva Can,50,77.57,1.5513
02509970,AG-Famotidine,Angita,100,26.57,0.2657
02351102,Famotidine,Sanis,100,26.57,0.2657
02549107,Famotidine,Sivem,100,26.57,0.2657
02507749,Jamp,Famotidine Jamp,100,26.57,0.2657
02538628,Mint-Famotidine,Mint,100,26.57,0.2657
02022133,Teva-Famotidine,Teva Can,100,26.57,0.2657
02509989,AG-Famotidine,Angita,100,48.33,0.4833
02351110,Famotidine,Sanis,100,48.33,0.4833
02549115,Famotidine,Sivem,100,48.33,0.4833
02507757,Jamp,Famotidine Jamp,100,48.33,0.4833
02538636,Mint-Famotidine,Mint,100,48.33,0.4833
02022141,Teva-Famotidine,Teva Can,100,48.33,0.4833
00778338,Axid,Pendopharm,100,83.92,0.8392
02484501,AG-Ranitidine,Angita,100,11.97,0.1197
00733059,Apo-Ranitidine,Apotex,500,59.85,0.1197
02463717,Jamp-Ranitidine,Jamp,100,11.97,0.1197
02443708,Mar-Ranitidine,Marcan,500,59.85,0.1197
02526379,Mint-Ranitidine,Mint,60,7.18,0.1197
02473534,M-Ranitidine,Mantra Ph.,500,59.85,0.1197
02242453,pms-Ranitidine,Phmscience,100,11.97,0.1197
02336480,Ran-Ranitidine,Ranbaxy,100,11.97,0.1197
02243229,Sandoz,Ranitidine Sandoz,100,11.97,0.1197
00733067,Apo-Ranitidine,Apotex,100,22.53,0.2253
02463725,Jamp-Ranitidine,Jamp,100,22.53,0.2253
02443716,Mar-Ranitidine,Marcan,100,22.53,0.2253
02526387,Mint-Ranitidine,Mint,30,6.76,0.2253
02473542,M-Ranitidine,Mantra Ph.,100,22.53,0.2253
02242454,pms-Ranitidine,Phmscience,30,6.76,0.2253
02336502,Ran-Ranitidine,Ranbaxy,100,22.53,0.2253
02243230,Sandoz,Ranitidine Sandoz,100,22.53,0.2253
01917056,Arthrotec,Pfizer,250,149.75,0.5990
02413469,pms-Diclofenac-Misoprostol,Phmscience,250,75.68,0.3027
02229837,Arthrotec,75 Pfizer,250,203.81,0.8152
02413477,pms-Diclofenac-Misoprostol,Phmscience,250,103.00,0.4120
02244022,Misoprostol,AA Pharma,100,26.36,0.2636
02244023,Misoprostol,AA Pharma,100,43.89,0.4389
02100622,Sulcrate,AbbVie,100,54.41,0.5441
02045702,Teva-Sucralfate,Teva Can,100,13.09,0.1309
02354950,Dexilant,Takeda,90,32.65,0.3628
02536390,Dexlansoprazole,Altius,90,32.65,0.3628
02354969,Dexilant,Takeda,90,32.65,0.3628
02536404,Dexlansoprazole,Altius,90,32.65,0.3628
02339099,Apo-Esomeprazole,Apotex,30,16.50,0.3628
02520699,Esomeprazole,Jamp,100,55.00,0.3628
02394839,Esomeprazole,Pro Doc,30,16.50,0.3628
02535335,Esomeprazole,Sanis,100,55.00,0.3628
02442493,Esomeprazole,Sivem,30,16.50,0.3628
02520109,M-Esomeprazole,Mantra Ph.,100,55.00,0.3628
02479419,MYL-Esomeprazole,Mylan,100,55.00,0.3628
02244521,Nexium,AZC,28,52.33,0.3628
02528479,pmsc-Esomeprazole,DR Phmscience,30,16.50,0.3628
02460920,Sandoz,Esomeprazole Sandoz,30,16.50,0.3628
02423979,Taro-Esomeprazole,Sun Pharma,30,16.50,0.3628
02423855,TEVA,Esomeprazole Teva Can,30,16.50,0.3628
02339102,Apo-Esomeprazole,Apotex,30,16.50,0.3628
02520702,Esomeprazole,Jamp,100,55.00,0.3628
02394847,Esomeprazole,Pro Doc,30,16.50,0.3628
02431173,Esomeprazole,Sanis,100,55.00,0.3628
02442507,Esomeprazole,Sivem,30,16.50,0.3628
02520117,M-Esomeprazole,Mantra Ph.,30,16.50,0.3628
02479427,MYL-Esomeprazole,Mylan,100,55.00,0.3628
02244522,Nexium,AZC,28,52.33,0.3628
02528487,pmsc-Esomeprazole,DR Phmscience,30,16.50,0.3628
02460939,Sandoz,Esomeprazole Sandoz,30,16.50,0.3628
02423987,Taro-Esomeprazole,Sun Pharma,30,16.50,0.3628
02423863,TEVA,Esomeprazole Teva Can,30,16.50,0.3628
02293811,Apo-Lansoprazole,Apotex,100,36.28,0.3628
02357682,Lansoprazole,Sanis,100,36.28,0.3628
02385767,Lansoprazole,Sivem,100,36.28,0.3628
02489805,M-Lansoprazole,Mantra Ph.,100,36.28,0.3628
02353830,Mylan-Lansoprazole,Mylan,100,36.28,0.3628
02165503,Prevacid,BGP Pharma,30,60.00,0.3628
02249464,Prevacid,FasTab BGP Pharma,30,60.00,0.3628
02422808,Riva-Lansoprazole,Riva,100,36.28,0.3628
02385643,Sandoz,Lansoprazole Sandoz,100,36.28,0.3628
02402610,Taro-Lansoprazole,Sun Pharma,100,36.28,0.3628
02280515,Teva-Lansoprazole,Teva Can,30,10.88,0.3628
02293838,Apo-Lansoprazole,Apotex,100,36.27,0.3627
02357690,Lansoprazole,Sanis,100,36.27,0.3627
02410389,Lansoprazole,Sivem,100,36.27,0.3627
02489813,M-Lansoprazole,Mantra Ph.,100,36.27,0.3627
02353849,Mylan-Lansoprazole,Mylan,100,36.27,0.3627
02165511,Prevacid,BGP Pharma,30,60.00,0.3628
02249472,Prevacid,FasTab BGP Pharma,30,60.00,0.3628
02422816,Riva-Lansoprazole,Riva,100,36.27,0.3627
02385651,Sandoz,Lansoprazole Sandoz,100,36.27,0.3627
02402629,Taro-Lansoprazole,Sun Pharma,100,36.27,0.3627
02280523,Teva-Lansoprazole,Teva Can,100,36.27,0.3627
02245058,Apo-Oméprazole,(caps.) Apotex,100,22.87,0.2287
02449927,Bio-Omeprazole,Biomed,100,22.87,0.2287
02420198,Jamp-Omeprazole,DR (co.) Jamp,28,6.40,0.2287
00846503,Losec,(caps.) Cheplaphar,30,33.00,0.3628
02190915,Losec,(co.) Cheplaphar,30,68.61,0.3628
02439549,NAT-Omeprazole,DR Natco,100,22.87,0.2287
02295415,Novo-Omeprazole,Teva Can,100,22.87,0.2287
02501880,NRA-Omeprazole,Nora,100,22.87,0.2287
02490692,Omeprazole,Altamed,100,22.87,0.2287
02348691,Omeprazole,Sanis,100,22.87,0.2287
02339927,Omeprazole,(caps.) Pro Doc,100,22.87,0.2287
02416549,Omeprazole,Magnesium Accord,100,22.87,0.2287
02504294,Omeprazole,Magnesium DR Sanis,100,22.87,0.2287
02411857,Omeprazole-20,Sivem,100,22.87,0.2287
02402416,Riva-Omeprazole,DR (co.) Riva,100,22.87,0.2287
02296446,Sandoz,Omeprazole (Caps.) Sandoz,100,22.87,0.2287
02481588,AG-Pantoprazole,Sodium Angita,30,6.05,0.2016
02292920,Apo-Pantoprazole,Apotex,30,6.05,0.2016
02415208,Auro-Pantoprazole,AuroPharma,100,20.16,0.2016
02445867,Bio-Pantoprazole,Biomed,30,6.05,0.2016
02392623,Jamp,Pantoprazole Sodium Jamp,30,6.05,0.2016
02357054,Jamp-Pantoprazole,Jamp,30,6.05,0.2016
02416565,Mar-Pantoprazole,Marcan,100,20.16,0.2016
02417448,Mint-Pantoprazole,Mint,100,20.16,0.2016
02467372,M-Pantoprazole,Mantra Ph.,30,6.05,0.2016
02471825,NRA-Pantoprazole,Nora,30,6.05,0.2016
02229453,Pantoloc,Takeda,100,204.16,0.3628
02469138,Pantoprazole,Altamed,30,6.05,0.2016
02547368,Pantoprazole,Dac Pharma,500,100.80,0.2016
02498723,Pantoprazole,Nora,500,100.80,0.2016
02318695,Pantoprazole,Pro Doc,30,6.05,0.2016
02431327,Pantoprazole,Riva,30,6.05,0.2016
02370808,Pantoprazole,Sanis,100,20.16,0.2016
02428180,Pantoprazole,Sivem,100,20.16,0.2016
02307871,pms-Pantoprazole,Phmscience,100,20.16,0.2016
02425378,Priva-Pantoprazole,Nora,500,100.80,0.2016
02316463,Riva-Pantoprazole,Riva,100,20.16,0.2016
02301083,Sandoz,Pantoprazole Sandoz,30,6.05,0.2016
02305046,Taro-Pantoprazole,Sun Pharma,100,20.16,0.2016
02267233,Tecta,Takeda,30,22.50,0.3628
02285487,Teva-Pantoprazole,Teva Can,100,20.16,0.2016
02415283,Jamp,Rabeprazole Jamp,100,6.69,0.0669
02243796,Pariet,Janss. Inc,100,65.00,0.3628
02385449,Rabeprazole,Sivem,100,6.69,0.0669
02356511,Rabeprazole,EC Sanis,100,6.69,0.0669
02314177,Sandoz,Rabeprazole Sandoz,100,6.69,0.0669
02298074,Taro-Rabeprazole,Sun Pharma,100,6.69,0.0669
02415291,Jamp,Rabeprazole Jamp,100,13.38,0.1338
02243797,Pariet,Janss. Inc,100,130.00,0.3628
02385457,Rabeprazole,Sivem,30,4.01,0.1338
02356538,Rabeprazole,EC Sanis,100,13.38,0.1338
02314185,Sandoz,Rabeprazole Sandoz,30,4.01,0.1338
02298082,Taro-Rabeprazole,Sun Pharma,100,13.38,0.1338
02103613,Apo-Domperidone,Apotex,500,21.40,0.0428
02445034,Bio-Dompéridone,Biomed,500,21.40,0.0428
02350440,Domperidone,Sanis,500,21.40,0.0428
02238341,Domperidone,Sivem,500,21.40,0.0428
02236857,Domperidone-10,Pro Doc,500,21.40,0.0428
02369206,Jamp-Domperidone,Jamp,500,21.40,0.0428
02403870,Mar-Domperidone,Marcan,500,21.40,0.0428
02462834,PRZ-Domperidone,Pharmaris,500,21.40,0.0428
02268078,Taro-,Domperidone Sun Pharma,500,21.40,0.0428
01912070,Teva-Domperidone,Teva Can,500,21.40,0.0428
02517795,Mar-Metoclopramide,Marcan,100,5.14,0.0514
02545012,Mezera,Avir,100,103.82,1.0382
02399466,Pentasa,Ferring,60,66.83,1.1138
02171929,Teva-5-ASA,Teva Can,100,31.11,0.3111
02524481,Mezera,Avir,100,51.91,0.5191
02099683,Pentasa,Ferring,100,55.69,0.5569
02112787,Salofalk,Aptalis,150,81.96,0.5464
02297558,Mezavant,Takeda,120,186.77,1.5564
02465752,Octasa,Pendopharm,180,186.89,1.0383
02529610,Octasa,Pendopharm,60,124.59,2.0765
02474018,Mezera,Avir,30,43.20,1.4400
02153564,Pentasa,Ferring,28,44.80,1.6000
02242146,Salofalk,Aptalis,30,48.00,1.6000
02112760,Salofalk,Aptalis,30,34.19,1.1397
02112795,Salofalk,"(58,2 mL) Aptalis",7,25.76,3.6800
02153556,Pentasa,(100 mL) Ferring,1,4.46,4.4600
02112809,Salofalk,"(58,2 mL) Aptalis",7,43.68,6.2400
02063808,Dipentum,Search Phm,100,49.93,0.4993
02470780,AA-Lansoprazole-,AA Pharma,7,67.91,9.7014
02238525,Hp-PAC,BGP Pharma,7,67.91,9.7014
01981242,Desferal,Novartis,1,13.97,13.9700
00016055,Cuprimine,Bausch H.,100,85.00,0.8500
02229099,Pulmicort,nebuamp AZC,20,8.57,0.4285
02494264,Taro-Budesonide,Taro,20,4.57,0.2285
02465949,Teva-Budesonide,Teva Can,20,4.57,0.2285
01978918,Pulmicort,nebuamp AZC,20,17.14,0.8570
02494272,Taro-Budesonide,Taro,20,12.86,0.6430
01978926,Pulmicort,nebuamp AZC,20,34.28,1.7140
02494280,Taro-Budesonide,Taro,20,18.24,0.9120
02465957,Teva-Budesonide,Teva Can,20,18.24,0.9120
00280437,Cortisone,Acétate-ICN Bausch H.,100,30.66,0.3066
02261081,Apo-Dexaméthasone,Apotex,100,15.64,0.1564
01964976,pms-Dexaméthasone,Phmscience,100,15.64,0.1564
02279363,pms-Dexaméthasone,Phmscience,100,42.36,0.4236
02250055,Apo-Dexaméthasone,Apotex,100,30.46,0.3046
01964070,pms-Dexaméthasone,Phmscience,100,30.46,0.3046
02086026,Florinef,Paladin,100,23.96,0.2396
02552248,JAMP,Fludrocortisone Jamp,100,22.76,0.2276
02470632,Trispan,Medexus,10,180.00,18.0000
02524465,Auro-Hydrocortisone,AuroPharma,100,16.39,0.1639
00030910,Cortef,Pfizer,100,21.85,0.2185
02524473,Auro-Hydrocortisone,AuroPharma,100,29.58,0.2958
00030929,Cortef,Pfizer,100,39.44,0.3944
00030635,Solu-Cortef,Pfizer,1,28.98,28.9800
00030600,Solu-Cortef,Pfizer,1,4.45,4.4500
00030619,Solu-Cortef,Pfizer,1,7.53,7.5300
00030627,Solu-Cortef,Pfizer,1,15.56,15.5600
00030988,Medrol,Pfizer,100,32.93,0.3293
00036129,Medrol,Pfizer,100,95.03,0.9503
02241229,Méthylprednisolone,Novopharm,1,31.00,31.0000
02367971,Solu-Medrol,Pfizer,1,66.57,66.5700
02231893,Méthylprednisolone,Novopharm,1,3.60,3.6000
02367947,Solu-Medrol,Pfizer,1,7.30,7.3000
02367955,Solu-Medrol,Pfizer,1,17.33,17.3300
02231895,Méthylprednisolone,Novopharm,1,18.60,18.6000
02367963,Solu-Medrol,Pfizer,1,42.81,42.8100
00271373,Winpred,AA Pharma,100,12.76,0.1276
00312770,Apo-Prednisone,Apotex,100,2.20,0.0220
00021695,Teva-Prednisone,Teva Can,100,2.20,0.0220
00550957,Apo-Prednisone,Apotex,100,17.35,0.1735
00232378,Teva-Prednisone,Teva Can,100,17.35,0.1735
02018144,Cyclomen,SanofiAven,100,78.72,0.7872
02018152,Cyclomen,SanofiAven,100,116.79,1.1679
02018160,Cyclomen,SanofiAven,100,186.61,1.8661
02245345,AndroGel,BGP Pharma,30,65.13,2.1710
02463792,Taro-Testosterone,Gel Taro,30,50.18,1.6727
02245346,AndroGel,BGP Pharma,30,115.17,3.8390
02463806,Taro-Testosterone,Gel Taro,30,88.73,2.9577
02280248,Testim,1% Paladin,30,88.73,2.9577
02322498,pms-Testosterone,Phmscience,100,47.00,0.4700
02421186,Taro-Testosterone,Taro,60,28.20,0.4700
02522802,Slynd,(28) Duchesnay,1,12.66,12.6600
02272903,Linessa,21 Aspen,1,12.40,12.4000
02257238,Linessa,28 Aspen,1,12.40,12.4000
02317192,Apri,21 Teva Can,1,7.77,7.7700
02317206,Apri,28 Teva Can,1,7.77,7.7700
02396491,Freya,21 Mylan,1,7.77,7.7700
02396610,Freya,28 Mylan,1,7.77,7.7700
02042487,Marvelon,21 Organon,1,12.95,12.9500
02042479,Marvelon,28 Organon,1,12.95,12.9500
02410249,Mirvala,21 Apotex,1,7.77,7.7700
02410257,Mirvala,28 Apotex,1,7.77,7.7700
02462060,Comprimés,de drospirénone Glenmark,3,24.78,8.2600
02415380,Mya,28 Apotex,1,8.26,8.2600
02321157,Yaz,28 Bayer,1,11.84,11.8400
02421437,Comprimés,de drospirénone Glenmark,3,18.66,6.2188
02421445,Comprimés,de drospirénone Glenmark,3,18.66,6.2188
02261723,Yasmin,21 Bayer,1,11.84,11.8400
02261731,Yasmin,28 Bayer,1,11.84,11.8400
02410788,Zamine,21 Apotex,1,6.22,6.2200
02410796,Zamine,28 Apotex,1,6.22,6.2200
02520028,Haloette,Search Phm,1,12.54,12.5400
02253186,Nuvaring,Organon,1,12.54,12.5400
02236974,Alesse,21 Pfizer,1,12.70,12.7000
02236975,Alesse,28 Pfizer,1,12.70,12.7000
02387875,Alysena,21 Apotex,1,3.94,3.9400
02387883,Alysena,28 Apotex,1,3.94,3.9400
02532174,Audrina,21 Jamp,1,3.94,3.9400
02532182,Audrina,28 Jamp,1,3.94,3.9400
02298538,Aviane,21 Teva Can,1,3.94,3.9400
02298546,Aviane,28 Teva Can,1,3.94,3.9400
02424282,LAYLAA,21 Lupin,1,3.94,3.9400
02424290,LAYLAA,28 Lupin,1,3.94,3.9400
00707600,Triquilar,21 Bayer,1,14.52,14.5200
00707503,Triquilar,28 Bayer,1,14.52,14.5200
02042320,Min-Ovral,21 Pfizer,1,12.13,12.1300
02042339,Min-Ovral,28 Pfizer,1,12.13,12.1300
02387085,Ovima,21 Apotex,1,7.28,7.2800
02387093,Ovima,28 Apotex,1,7.28,7.2800
02295946,Portia,21 Teva Can,1,7.28,7.2800
02295954,Portia,28 Teva Can,1,7.28,7.2800
02398869,Indayo,Mylan,1,45.96,45.9600
02296659,Seasonale,Teva Can,1,54.06,54.0600
02346176,Seasonique,Teva Can,1,52.66,52.6600
02248297,Evra,Search Phm,1,14.95,14.9500
02187086,Brévicon,0.5/35 (21) Pfizer,1,10.92,10.9200
02187094,Brévicon,0.5/35 (28) Pfizer,1,10.92,10.9200
02187108,Synphasic,21 Pfizer,1,10.35,10.3500
02187116,Synphasic,28 Pfizer,1,10.35,10.3500
02189054,Brévicon,1/35 (21) Pfizer,1,10.92,10.9200
02189062,Brévicon,1/35 (28) Pfizer,1,10.92,10.9200
02197502,Select,1/35 (21) Pfizer,1,7.37,7.3700
02199297,Select,1/35 (28) Pfizer,1,7.37,7.3700
02508087,Tri-Cira,(21) Apotex,1,12.69,12.6900
02508095,Tri-Cira,(28) Apotex,1,12.69,12.6900
02486296,Tri-Jordyna,21 Glenmark,3,38.07,12.6896
02486318,Tri-Jordyna,28 Glenmark,3,38.07,12.6896
02499509,Nexplanon,Organon,1,285.00,285.0000
02293854,Plan,B Paladin,1,8.60,8.6000
02459523,Kyleena,Bayer,1,336.82,336.8200
02243005,Mirena,Bayer,1,336.82,336.8200
02441306,Jencycla,Lupin,1,10.99,10.9900
02458683,Maeve,Glenmark,1,10.99,10.9900
02410303,Movisse,Mylan,1,10.99,10.9900
02436329,Ella,AbbVie,1,25.94,25.9400
02168898,Estring,Paladin,1,62.77,62.7700
02449048,Lupin-Estradiol,Lupin,100,10.74,0.1074
02225190,pms-ESTRADIOL,Phmscience,100,13.44,0.1344
02449056,Lupin-Estradiol,Lupin,100,20.78,0.2078
02148587,pms-ESTRADIOL,Phmscience,100,25.97,0.2597
02449064,Lupin-Estradiol,Lupin,100,36.66,0.3666
02148595,pms-ESTRADIOL,Phmscience,100,45.86,0.4586
02503689,Imvexxy,Knight,18,65.32,3.6289
02503697,Imvexxy,Knight,18,65.32,3.6289
02325462,Vagifem,10 N.Nordisk,18,42.07,2.3372
02505223,Bijuva,Knight,30,26.89,0.8962
02534118,AG-Anastrozole,Angita,30,28.57,0.9522
02351218,Anastrozole,Accord,30,28.57,0.9522
02395649,Anastrozole,Pro Doc,30,28.57,0.9522
02442736,Anastrozole,Sanis,30,28.57,0.9522
02529904,Anastrozole,Sivem,30,28.57,0.9522
02374420,Apo-Anastrozole,Apotex,30,28.57,0.9522
02224135,Arimidex,AZC,30,152.75,5.0917
02392488,Bio-Anastrozole,Biomed,30,28.57,0.9522
02339080,Jamp-Anastrozole,Jamp,30,28.57,0.9522
02379562,Mar-Anastrozole,Marcan,30,28.57,0.9522
02393573,Mint-Anastrozole,Mint,30,28.57,0.9522
02417855,Nat-Anastrozole,Natco,30,28.57,0.9522
02320738,pms-Anastrozole,Phmscience,30,28.57,0.9522
02392259,Riva-Anastrozole,Riva,30,28.57,0.9522
02338467,Sandoz,Anastrozole Sandoz,30,28.57,0.9522
02365650,Taro-Anastrozole,Taro,30,28.57,0.9522
02394898,Teva-Anastrozole,Teva Can,30,28.57,0.9522
02390183,ACT,Exemestane Teva Can,30,38.84,1.2947
02242705,Aromasin,Pfizer,30,155.35,5.1783
02407841,Med-Exemestane,GMP,30,38.84,1.2947
02374439,AG-Letrozole,Angita,30,41.34,1.3780
02543419,AG-Letrozole,Angita,30,41.34,1.3780
02358514,Apo-Letrozole,Apotex,30,41.34,1.3780
02392496,Bio-Letrozole,Biomed,30,41.34,1.3780
02231384,Femara,Novartis,30,163.96,5.4653
02373009,Jamp-Letrozole,Jamp,30,41.34,1.3780
02541912,Jamp-Letrozole,Jamp,30,41.34,1.3780
02338459,Letrozole,Accord,30,41.34,1.3780
02402025,Letrozole,Pro Doc,30,41.34,1.3780
02504472,Letrozole,Sanis,30,41.34,1.3780
02524244,Letrozole,Sivem,30,41.34,1.3780
02373424,Mar-Letrozole,Marcan,30,41.34,1.3780
02508109,Mint-Letrozole,Mint,30,41.34,1.3780
02549972,M-Letrozole,Mantra Ph.,30,41.34,1.3780
02421585,Nat-Letrozole,Natco,30,41.34,1.3780
02520486,NRA-Letrozole,Nora,30,41.34,1.3780
02309114,pms-Letrozole,Phmscience,30,41.34,1.3780
02398656,Riva-Letrozole,Riva,30,41.34,1.3780
02344815,Sandoz,Letrozole Sandoz,30,41.34,1.3780
02343657,Teva-Letrozole,Teva Can,30,41.34,1.3780
02358840,ACT,Raloxifene Teva Can,30,13.75,0.4583
02279215,Apo-Raloxifene,Apotex,100,45.83,0.4583
02239028,Evista,Lilly,28,46.15,1.6482
02540681,JAMP,Raloxifene Jamp,100,45.83,0.4583
00812404,Apo-Tamox,Apotex,100,17.50,0.1750
00851965,Teva-Tamoxifen,Teva Can,60,10.50,0.1750
00812390,Apo-Tamox,Apotex,100,35.00,0.3500
00851973,Teva-Tamoxifen,Teva Can,30,10.50,0.3500
02228955,Suprefact,Depôt Cheplaphar,1,733.47,733.4700
02240749,Suprefact Depôt,3 mois Cheplaphar,1,1083.76,1083.7600
02337029,Firmagon,Ferring,1,255.00,255.0000
02337037,Firmagon,Ferring,2,690.00,345.0000
02046210,Lutrepulse,Ferring,1,115.00,115.0000
02049325,Zoladex,TerSera,1,390.50,390.5000
02225905,Zoladex,LA TerSera,1,1113.00,1113.0000
00884502,Lupron,Depot AbbVie,1,336.23,336.2300
02248239,Eligard,Tolmar,1,310.72,310.7200
00836273,Lupron,Depot AbbVie,1,387.97,387.9700
02239834,Lupron,Depot AbbVie,1,1008.68,1008.6800
02248240,Eligard,Tolmar,1,891.00,891.0000
02230248,Lupron,Depot AbbVie,1,1071.00,1071.0000
02248999,Eligard,Tolmar,1,1285.20,1285.2000
02239833,Lupron,Depot AbbVie,1,1428.00,1428.0000
02268892,Eligard,Tolmar,1,1450.00,1450.0000
02247766,Cetrotide,Serono,1,90.00,90.0000
02245641,Orgalutran,Organon,1,94.71,94.7100
02542137,Orgovyx,Sumitomo,30,270.00,9.0000
02494078,Mar-Acarbose,Marcan,120,16.18,0.1348
02494086,Mar-Acarbose,Marcan,120,22.39,0.1866
02494418,AG-Metformin,Angita,500,12.35,0.0247
02438275,Auro-Metformin,AuroPharma,100,2.47,0.0247
02099233,Glucophage,SanofiAven,100,21.31,0.2131
02380196,Jamp,Metformin Jamp,360,8.89,0.0247
02378620,Mar-Metformin,Marcan,100,2.47,0.0247
02353377,Metformin,Sanis,360,8.89,0.0247
02385341,Metformin,FC Sivem,100,2.47,0.0247
02388766,Mint-Metformin,Mint,360,8.89,0.0247
02547767,M-Metformin,Mantra Ph.,100,2.47,0.0247
02536439,NRA-Metformin,Nora,500,12.35,0.0247
02520303,pmsc-Metformin,Phmscience,360,8.89,0.0247
02223562,pms-Metformin,Phmscience,100,2.47,0.0247
02314908,Pro-Metformin,Pro Doc,500,12.35,0.0247
02531895,PRZ-Metformin,Pharmaris,100,2.47,0.0247
02269031,Ran-Metformin,Ranbaxy,100,2.47,0.0247
02239081,Riva-Metformin,Riva,100,2.47,0.0247
02246820,Sandoz,Metformin FC Sandoz,100,2.47,0.0247
02257726,Teva-Metformin,Teva Can,100,2.47,0.0247
02494442,AG-Metformin,Angita,500,16.95,0.0339
02438283,Auro-Metformin,AuroPharma,100,3.39,0.0339
02162849,Glucophage,SanofiAven,100,30.80,0.3080
02380218,Jamp,Metformin Jamp,100,3.39,0.0339
02378639,Mar-Metformin,Marcan,100,3.39,0.0339
02353385,Metformin,Sanis,100,3.39,0.0339
02385368,Metformin,FC Sivem,100,3.39,0.0339
02388774,Mint-Metformin,Mint,500,16.95,0.0339
02547775,M-Metformin,Mantra Ph.,100,3.39,0.0339
02536447,NRA-Metformin,Nora,500,16.95,0.0339
02520311,pmsc-Metformin,Phmscience,100,3.39,0.0339
02314894,Pro-Metformin,Pro Doc,500,16.95,0.0339
02531909,PRZ-Metformin,Pharmaris,100,3.39,0.0339
02269058,Ran-Metformin,Ranbaxy,100,3.39,0.0339
02242783,Riva-Metformin,Riva,100,3.39,0.0339
02246821,Sandoz,Metformin FC Sandoz,100,3.39,0.0339
02257734,Teva-Metformin,Teva Can,100,3.39,0.0339
02548275,M-Metformin,Mantra Ph.,500,19.95,0.0399
02534673,PRZ-Metformin,Pharmaris,180,7.18,0.0399
02520974,Kirsty,Biocon,5,42.71,8.5420
02506564,Trurapi,SanofiAven,5,45.00,9.0000
02506572,Trurapi,SoloSTAR SanofiAven,5,45.00,9.0000
02529254,Trurapi,SanofiAven,1,22.64,22.6400
02467879,Tresiba,FlexTouch N.Nordisk,5,98.69,19.7380
02467860,Tresiba,Penfill N.Nordisk,5,98.69,19.7380
02467887,Tresiba,FlexTouch N.Nordisk,3,118.42,39.4733
02412829,Levemir,FlexTouch N.Nordisk,5,98.69,19.7380
02271842,Levemir,Penfill N.Nordisk,5,98.69,19.7380
02444844,Basaglar,Lilly,5,69.64,13.9280
02461528,Basaglar KwikPen,(80 U) Lilly,5,69.64,13.9280
02526441,Semglee,(stylo) Biocon,5,63.83,12.7660
02441829,Toujeo,SoloStar SanofiAven,3,66.42,22.1400
02493373,Toujeo,DoubleStar SanofiAven,3,132.84,44.2800
02279479,Apidra,SanofiAven,5,48.45,9.6900
02294346,Apidra,Solostar SanofiAven,5,49.00,9.8000
01959239,Humulin,N Lilly,5,35.50,7.1000
02403447,Humulin,N KwikPen Lilly,5,34.89,6.9780
02024268,Novolin ge,NPH Penfill N.Nordisk,5,36.75,7.3500
02469898,Admelog,SanofiAven,5,45.00,9.0000
02469871,Admelog,SoloSTAR SanofiAven,5,45.00,9.0000
02439611,Humalog,KwikPen Lilly,5,102.88,20.5760
01959220,Humulin,R Lilly,5,35.50,7.1000
02415089,Humulin,R KwikPen Lilly,5,35.50,7.1000
02024284,Novolin ge,Toronto Penfill N.Nordisk,5,36.75,7.3500
02466864,Entuzity,KwikPen Lilly,2,71.00,35.5000
01959212,Humulin,30/70 Lilly,5,35.50,7.1000
02025248,Novolin ge,30/70 Penfill N.Nordisk,5,36.75,7.3500
02321475,ACT,Repaglinide ActavisPhm,100,8.08,0.0808
02424258,Auro-Repaglinide,AuroPharma,100,8.08,0.0808
02239924,GlucoNorm,N.Nordisk,90,24.86,0.2762
02354926,Jamp,Repaglinide Jamp,100,8.08,0.0808
02415968,Repaglinide,Pro Doc,100,8.08,0.0808
02357453,Sandoz,Repaglinide Sandoz,100,8.08,0.0808
02321483,ACT,Repaglinide ActavisPhm,100,8.40,0.0840
02424266,Auro-Repaglinide,AuroPharma,100,8.40,0.0840
02239925,GlucoNorm,N.Nordisk,90,25.87,0.2874
02354934,Jamp,Repaglinide Jamp,100,8.40,0.0840
02415976,Repaglinide,Pro Doc,100,8.40,0.0840
02357461,Sandoz,Repaglinide Sandoz,100,8.40,0.0840
02321491,ACT,Repaglinide ActavisPhm,100,8.73,0.0873
02424274,Auro-Repaglinide,AuroPharma,100,8.73,0.0873
02239926,GlucoNorm,N.Nordisk,90,26.85,0.2983
02354942,Jamp,Repaglinide Jamp,100,8.73,0.0873
02415984,Repaglinide,Pro Doc,100,8.73,0.0873
02357488,Sandoz,Repaglinide Sandoz,100,8.73,0.0873
02245247,Apo-Gliclazide,Apotex,100,9.31,0.0931
02287072,Gliclazide,Sanis,100,9.31,0.0931
02238103,Teva-Gliclazide,Teva Can,100,9.31,0.0931
02483300,AG-Gliclazide,MR Angita,60,5.59,0.0931
02297795,Apo-Gliclazide,MR Apotex,100,9.31,0.0931
02242987,Diamicron,MR Servier,60,8.43,0.1405
02524856,Gliclazide,MR Sanis,100,9.31,0.0931
02429764,JAMP,Gliclazide-MR Jamp,60,5.59,0.0931
02423286,Mint-Gliclazide,MR Mint,100,9.31,0.0931
02438658,Mylan-Gliclazide,MR Mylan,100,9.31,0.0931
